Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3310-5946-9709-52095,2021-02-22,1613998378,Charged,HWPAR,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.49,0.00,2.49,حدبين,,,OM
GPA.3348-6195-1461-91958,2021-02-24,1614152618,Charged,a5ulte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,BE
GPA.3323-1346-4973-01376,2021-02-24,1614181818,Charged,x1s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3360-5273-7893-05826,2021-02-25,1614219075,Charged,smith,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,,CL
GPA.3391-3657-2565-26419,2021-02-25,1614256119,Charged,a71,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,VND,"69,000.00",0.00,"69,000.00",,,,VN
GPA.3345-8681-3790-21760,2021-02-25,1614262274,Charged,star2lte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,BE
GPA.3331-0583-8663-19748,2021-02-25,1614264669,Charged,curtana,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,THB,90.00,0.00,90.00,phon,ขอนแก่น,40120,TH
GPA.3395-6843-8567-23679,2021-02-25,1614291753,Charged,P80X_EEA,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3327-9083-6602-94249,2021-02-26,1614332591,Charged,PL2_sprout,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3387-6273-8517-41144,2021-02-26,1614341027,Charged,HWMAR,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,BE
GPA.3301-2981-4045-22875,2021-02-26,1614382810,Charged,herolte,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,CHF,2.60,0.00,2.60,Burgistein,,3664,CH
GPA.3383-7280-5805-44559,2021-02-27,1614402301,Charged,HWSTK-HF,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3313-7088-9562-36634,2021-02-27,1614427871,Charged,beyond1,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,CHF,2.60,0.00,2.60,Bburgdorf,,3400,CH
GPA.3323-1346-4973-01376,2021-02-27,1614441618,Refund,x1s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,-0.45,-2.69,,,,GB
GPA.3328-4148-7516-74863,2021-02-27,1614447094,Charged,ailsa_ii,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.43,0.46,2.89,,,,DE
GPA.3372-1511-2377-22094,2021-02-28,1614476927,Charged,klte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3383-8460-6548-11435,2021-02-28,1614503712,Charged,y2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,FR
GPA.3343-1218-9762-25811,2021-02-28,1614518213,Charged,star2lte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,Thonburi,กรุงเทพมหานคร,10600,TH
GPA.3363-5342-6560-06152,2021-02-28,1614528304,Charged,hero2lte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,Alkhobar,,31952,SA
GPA.3348-6926-2685-87171,2021-02-28,1614543117,Charged,a51,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,CLP,"2,101.00",399.00,"2,500.00",Antofagasta,Antofagasta,,CL
GPA.3303-2700-7929-12288,2021-02-28,1614546692,Charged,CAP_sprout,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
