Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3319-1163-7604-28651,2021-05-01,1619850611,Charged,SCV39,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,270.00,0.00,270.00,福岡市東区,福岡県,8110201,JP
GPA.3377-6661-4837-11670,2021-05-01,1619853066,Charged,redfin,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3329-9766-4131-18970,2021-05-01,1619862564,Charged,SCV46,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,5080101,JP
GPA.3354-5273-2344-75809,2021-05-01,1619871582,Charged,begonia,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3313-1338-8016-12033,2021-05-01,1619873066,Charged,a31,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,ZAR,39.12,5.87,44.99,Paarl,,7646,ZA
GPA.3396-9472-0597-98464,2021-05-01,1619876188,Charged,d1q,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,2.49,0.17,2.66,Starkville,MS,39759,US
GPA.3305-7598-5790-83800,2021-05-01,1619890654,Charged,joyeuse,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.11,0.48,2.59,,,,PT
GPA.3396-7301-5229-03554,2021-05-01,1619894543,Charged,p3s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CZK,53.71,11.28,64.99,,,,CZ
GPA.3300-1803-1445-74304,2021-05-01,1619896385,Charged,BTXS1,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3313-8412-0476-03910,2021-05-01,1619901043,Charged,A3A_10_4G,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.51,0.48,2.99,,,,DE
GPA.3356-1395-6834-67865,2021-05-01,1619903045,Charged,beyond2,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,SEK,25.60,6.40,32.00,,,,SE
GPA.3353-0437-4694-34386,2021-05-01,1619912722,Charged,beyond1q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.25,3.24,FULTON,TX,78382,US
GPA.3310-4254-3065-25468,2021-05-01,1619912942,Charged,crownlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3375-9278-8888-85907,2021-05-02,1619937685,Charged,d2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.16,0.43,2.59,,,,FR
GPA.3335-0319-2510-65452,2021-05-02,1619947316,Charged,a31,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,,TH
GPA.3398-4716-7284-51484,2021-05-02,1619948830,Charged,hero2lte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,55770,MX
GPA.3305-6915-5216-43674,2021-05-02,1619960717,Charged,OP4B65L1,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,EUR,2.45,0.54,2.99,,,,IT
GPA.3347-1861-3598-57323,2021-05-02,1619969185,Charged,a7y18lte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,SEK,25.60,6.40,32.00,,,,SE
GPA.3322-5677-8691-72831,2021-05-02,1619973676,Charged,gts6lwifi,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MXN,47.41,7.59,55.00,,,85130,MX
GPA.3379-5599-1850-51317,2021-05-02,1619974765,Charged,HWSTK-HF,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,02100,MX
GPA.3368-1203-7488-12677,2021-05-03,1620030904,Charged,OP4EF3L1,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,INR,220.34,39.66,260.00,Ernakulam,Kerala,682504,IN
GPA.3304-7776-0988-45822,2021-05-03,1620035756,Charged,a72q,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GHS,15.00,2.62,17.62,Lashibi,,,GH
GPA.3307-1703-9497-02439,2021-05-03,1620043298,Charged,HWELE,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SEK,21.60,5.40,27.00,,,,SE
GPA.3315-1393-5756-67769,2021-05-03,1620045998,Charged,OnePlus8T,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.16,0.43,2.59,,,,FR
GPA.3388-8269-1401-04191,2021-05-03,1620060861,Charged,HWVOG,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3393-2747-7378-39140,2021-05-03,1620079207,Charged,P731F20,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,47540,MX
GPA.3310-8642-3339-57535,2021-05-03,1620079820,Charged,lima,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,BRL,16.99,0.00,16.99,São Paulo,SP,05864030,BR
GPA.3379-2717-6841-40628,2021-05-03,1620080168,Charged,SO-41A,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,7500321,JP
GPA.3355-0630-9410-68960,2021-05-03,1620083919,Charged,beyond1q,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CAD,3.19,0.03,3.22,Edmonton,AB,T5A4R6,CA
GPA.3308-4337-0480-34594,2021-05-04,1620086820,Charged,HWCLT,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,SAR,9.56,1.43,10.99,Ras Tanura,,,SA
GPA.3348-7180-5776-01535,2021-05-04,1620105717,Charged,HWNOP,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,HKD,23.00,0.00,23.00,九肚山,新界,,HK
GPA.3315-5614-1392-65537,2021-05-04,1620113625,Charged,beyond2,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,PLN,9.75,2.24,11.99,,,,PL
GPA.3374-6664-4147-00770,2021-05-04,1620131779,Charged,r8s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,42.24,6.76,49.00,,,14100,MX
GPA.3376-6155-3269-34890,2021-05-04,1620137044,Charged,f2q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,IDR,"36,000.00","3,600.00","39,600.00",,,,ID
GPA.3359-7228-7441-77078,2021-05-04,1620137913,Charged,beyond1,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Rio de Janeiro,RJ,21330460,BR
GPA.3369-4342-7759-03946,2021-05-04,1620139377,Charged,gta4xlwifi,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3373-2931-6934-82261,2021-05-04,1620148050,Charged,c2q,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,USD,2.99,0.25,3.24,Brazoria,TX,77422,US
GPA.3322-8844-6684-88318,2021-05-04,1620151544,Charged,HWSTK-HF,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.49,0.12,2.61,صلاله,,,OM
GPA.3352-6398-9687-60455,2021-05-04,1620156100,Charged,c1q,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,2.49,0.00,2.49,ELLENWOOD,GA,30294,US
GPA.3391-6090-1013-17345,2021-05-04,1620157454,Charged,begonia,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,COP,"9,500.00",0.00,"9,500.00",,,050011,CO
GPA.3303-5231-9301-57797,2021-05-04,1620157657,Charged,a71,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,1.91,0.38,2.29,,,,GB
GPA.3317-3476-7132-07689,2021-05-04,1620161351,Charged,a21s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,PEN,9.49,0.00,9.49,Chachapoyas,AMAZONAS,,PE
GPA.3347-7426-0781-97261,2021-05-04,1620172144,Charged,ocean,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",Antofagasta,Antofagasta,6200000,CL
GPA.3349-3696-3625-87452,2021-05-05,1620174118,Charged,y2s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,,TH
GPA.3378-4393-3333-10313,2021-05-05,1620179876,Charged,HWEVR,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,THB,91.00,0.00,91.00,,,,TH
GPA.3344-2182-4386-70026,2021-05-05,1620184241,Charged,gta4xl,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,THB,77.00,0.00,77.00,,,10310,TH
GPA.3398-4358-2224-81855,2021-05-05,1620185648,Charged,d2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,KES,258.62,41.38,300.00,,,00100,KE
GPA.3399-5370-2700-04434,2021-05-05,1620212404,Charged,V3Max,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,186.44,33.56,220.00,TIRUCHIRAPALLI,Tamil Nadu,620018,IN
GPA.3343-6220-1898-15597,2021-05-05,1620221216,Charged,gta4xlwifi,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,1.91,0.38,2.29,,,,GB
GPA.3336-7121-0505-70694,2021-05-05,1620231704,Charged,merlinnfc,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Boa Vista,RR,69306650,BR
GPA.3366-4134-7767-39831,2021-05-05,1620232781,Charged,o1s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,2.09,0.40,2.49,,,,DE
GPA.3372-6884-7214-46613,2021-05-05,1620236286,Charged,PNX_sprout,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,NL
GPA.3358-8610-2229-24305,2021-05-05,1620238529,Charged,cebu,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Belo Horizonte,MG,31320-610,BR
GPA.3334-6299-9105-66140,2021-05-05,1620243485,Charged,apollo,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",Alto Hospicio,Tarapacá,,CL
GPA.3308-8378-8738-39066,2021-05-05,1620245434,Charged,beyond2,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,13.99,0.00,13.99,Itaqui,RS,97650000,BR
GPA.3360-3061-7872-86318,2021-05-05,1620253832,Charged,xcover4s,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.49,0.50,2.99,,,,FR
GPA.3302-1253-5506-39849,2021-05-05,1620257518,Charged,OP4F25L1,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,50170,TH
GPA.3336-6174-8112-58502,2021-05-06,1620260973,Charged,Z6621O,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AUD,3.45,0.34,3.79,,,3429,AU
GPA.3339-4494-0490-25780,2021-05-06,1620285169,Charged,SH-02M,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,270.00,0.00,270.00,大和市中央,神奈川県,2420021,JP
GPA.3304-1114-9317-32338,2021-05-06,1620302808,Charged,gauguin,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",San Pedro de Atacama,Antofagasta,1240000,CL
GPA.3330-0183-2560-50105,2021-05-06,1620303167,Charged,ASUS_I002D,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,HKD,19.90,0.00,19.90,荃灣,新界,,HK
