Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate
GPA.3351-3152-9523-25270,2023-01-02,1672618354,Charged,HWVOG,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,GBP,4.99,1.00,5.99,,,,GB,p1y,,4992313473829035528,Yes,,,
GPA.3372-3536-2710-24798..0,2023-01-02,1672619057,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,KRW,"6,273.00",627.00,"6,900.00",,,446-908,KR,,,4992313473829035528,Yes,,,
GPA.3372-3940-2031-46941,2023-01-02,1672619608,Charged,o1s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,VND,"69,000.00",0.00,"69,000.00",,,70000,VN,,,4992313473829035528,Yes,,,
GPA.3380-0426-0250-63803,2023-01-02,1672631938,Charged,r8s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,SAR,11.30,1.69,12.99,,,,SA,,,4992313473829035528,Yes,,,
GPA.3387-7263-4312-26432,2023-01-02,1672632812,Charged,walleye,Remove all Ads forever (Currency & Crypto Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,USD,2.99,0.00,2.99,Marina Del Rey,CA,90292,US,,,4992313473829035528,Yes,,,
GPA.3336-6556-3978-32298,2023-01-02,1672633640,Charged,OP515BL1,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Karimnagar,Telangana,505001,IN,,,4992313473829035528,Yes,,,
GPA.3301-9083-6266-95164,2023-01-02,1672638434,Charged,j4primelte,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,USD,4.31,0.00,4.31,buenos aires,,,AR,p1m,,4992313473829035528,Yes,,,
GPA.3319-4938-2251-41481,2023-01-02,1672643422,Charged,spesn,Remove all Ads forever (Currency & Crypto Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.44,0.61,3.05,,,,HR,,,4992313473829035528,Yes,,,
GPA.3302-5606-6505-38887,2023-01-02,1672656316,Charged,HNNTH,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,MYR,16.03,0.96,16.99,merlimau,MELAKA,77300,MY,,,4992313473829035528,Yes,,,
GPA.3391-4488-2572-22714,2023-01-02,1672657959,Charged,COS,Remove all ads forever (Big Font: Enlarge font),bigfont.enlargefont.largerfont.changefontsize,inapp,iap_remove_ads_01,USD,1.99,0.00,1.99,LAKESIDE,CA,92040,US,,,4992313473829035528,Yes,,,
GPA.3336-8672-1874-78704..2,2023-01-02,1672659192,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,PKR,750.00,0.00,750.00,Lahore,,,PK,p1m,,4992313473829035528,Yes,,,
GPA.3389-2627-0165-19186,2023-01-02,1672666654,Charged,HNNTH, PDF Reader - Permanent Premium (PDF Tools: PDF Reader - Editor),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,,,,SA,,,4992313473829035528,Yes,,,
GPA.3391-6248-2669-16688,2023-01-02,1672671818,Charged,HWSNE,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.08,1.91,10.99,,,,NL,,,4992313473829035528,Yes,,,
GPA.3323-4836-4776-69735..0,2023-01-02,1672677854,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,4.50,0.99,5.49,,,,IT,,,4992313473829035528,Yes,,,
GPA.3384-1650-7311-14632,2023-01-02,1672679295,Charged,cheetah,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,9.49,0.57,10.06,HANOVER,MD,21076,US,,,4992313473829035528,Yes,,,
GPA.3352-7032-3701-60064,2023-01-02,1672681491,Charged,a52sxq, PDF Reader - Permanent Premium (PDF Tools: PDF Reader - Editor),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,0.92,5.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3393-9848-8496-95783,2023-01-02,1672683849,Charged,lisa,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,SAR,14.77,2.22,16.99,طريف,,41100,SA,,,4992313473829035528,Yes,,,
GPA.3361-0160-1914-61187,2023-01-02,1672687118,Charged,a03s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.70,0.59,3.29,,,,IT,,,4992313473829035528,Yes,,,
GPA.3363-7651-5800-67913,2023-01-02,1672687305,Charged,apollo,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.83,1.16,6.99,,,,FR,p1y,,4992313473829035528,Yes,,,
GPA.3336-2270-6005-26389,2023-01-02,1672689931,Charged,a71,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,SAR,14.77,2.22,16.99,,,,SA,,,4992313473829035528,Yes,,,
GPA.3325-9844-5602-62698..3,2023-01-02,1672690353,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,EUR,3.86,0.73,4.59,,,,DE,p1m,,4992313473829035528,Yes,,,
GPA.3399-4117-7529-79186,2023-01-02,1672692066,Charged,a51,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.78,1.21,6.99,,,,NL,p1y,,4992313473829035528,Yes,,,
GPA.3393-9065-6514-79041,2023-01-02,1672692603,Charged,a32,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Osasco,SP,06240-150,BR,,,4992313473829035528,Yes,,,
GPA.3394-3820-2404-89796,2023-01-02,1672693744,Charged,a53x,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.78,1.21,6.99,,,,NL,p1y,,4992313473829035528,Yes,,,
GPA.3304-1326-3438-35659,2023-01-02,1672699425,Charged,b2q, PDF Reader - Permanent Premium (PDF Tools: PDF Reader - Editor),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes,,,
GPA.3397-3257-8675-30667,2023-01-02,1672701305,Charged,a71,Remove all anoying ads forever -  One time payment (Weatherapp - Forecast Weather),weatherapp.weatherradar.weather.forecast,inapp,remove_all_ads_sale,GBP,1.57,0.32,1.89,,,,GB,,,4992313473829035528,Yes,,,
GPA.3367-0884-9314-32197,2023-01-02,1672702729,Charged,a04,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,NZD,4.34,0.65,4.99,Taumarunui,,3920,NZ,,,4992313473829035528,Yes,,,
GPA.3359-4407-4108-81843,2023-01-02,1672703428,Charged,b0q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CLP,"2,521.00",479.00,"3,000.00",,,,CL,,,4992313473829035528,Yes,,,
GPA.3305-9765-4014-25240,2023-01-03,1672704228,Charged,a51,Remove all Ads forever (Currency & Crypto Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.44,0.61,3.05,,,,HR,,,4992313473829035528,Yes,,,
GPA.3350-3307-8791-29886,2023-01-03,1672706765,Charged,a33x,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,BRL,47.99,0.00,47.99,Macaé,RJ,27925-360,BR,,,4992313473829035528,Yes,,,
GPA.3377-2586-9001-19175,2023-01-03,1672706944,Charged,a32,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,4.12,0.87,4.99,,,,ES,p1m,,4992313473829035528,Yes,,,
GPA.3326-3276-0093-06034..0,2023-01-03,1672712173,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,USD,4.49,0.33,4.82,SALT LAKE CITY,UT,84106,US,p1m,,4992313473829035528,Yes,,,
GPA.3364-1777-8718-29881,2023-01-03,1672712528,Charged,c2s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Anápolis,GO,75130440,BR,,,4992313473829035528,Yes,,,
GPA.3377-8091-5895-39426,2023-01-03,1672713916,Charged,a31,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CAD,3.79,0.46,4.25,แวนคูเวอร์,BC,V6C 2X4,CA,,,4992313473829035528,Yes,,,
GPA.3379-6015-6913-46271,2023-01-03,1672725378,Charged,y2q,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.30,4.29,BROOKLYN CENTER,MN,55430,US,,,4992313473829035528,Yes,,,
GPA.3390-7795-3746-14038..0,2023-01-03,1672729679,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,TRY,71.18,12.81,83.99,,,,TR,,,4992313473829035528,Yes,,,
GPA.3326-8058-4701-59388,2023-01-03,1672735947,Charged,a32x,Remove all Ads forever (Currency & Crypto Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.44,0.61,3.05,,,,HR,,,4992313473829035528,Yes,,,
GPA.3347-9610-2921-65747..3,2023-01-03,1672737839,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,4.09,0.90,4.99,,,,IT,p1m,,4992313473829035528,Yes,,,
GPA.3302-0638-3743-73672,2023-01-03,1672741425,Charged,camellian, PDF Reader - Permanent Premium (PDF Tools: PDF Reader - Editor),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,140.49,29.50,169.99,,,,CZ,,,4992313473829035528,Yes,,,
GPA.3327-5865-6998-88158,2023-01-03,1672751620,Charged,amber,No more Ads 4ever (File Viewer - Office Suite),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes,,,
GPA.3380-3530-9270-32403,2023-01-03,1672752297,Charged,jacuzzi_cheets,No more Ads 4ever (File Viewer - Office Suite),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3320-0267-1883-08040..0,2023-01-03,1672759461,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,4.06,0.93,4.99,,,,IE,p1m,,4992313473829035528,Yes,,,
GPA.3372-5728-3253-34900..0,2023-01-03,1672759916,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,EUR,3.84,0.85,4.69,,,,IT,p1m,,4992313473829035528,Yes,,,
GPA.3335-7937-8467-36932..0,2023-01-03,1672762078,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,TRY,59.31,10.68,69.99,,,,TR,p1m,,4992313473829035528,Yes,,,
GPA.3360-7105-6431-91502,2023-01-03,1672762892,Refund,angelica,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,SAR,14.77,-2.22,-16.99,,,,SA,,,4992313473829035528,Yes,,,
GPA.3391-6920-3893-94254,2023-01-03,1672772434,Charged,HWLYA,Remove all anoying ads forever -  One time payment (Weatherapp - Forecast Weather),weatherapp.weatherradar.weather.forecast,inapp,remove_all_ads_sale,EUR,1.76,0.33,2.09,,,,DE,,,4992313473829035528,Yes,,,
GPA.3352-0013-3585-15345,2023-01-03,1672772703,Charged,rosemary,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.16,1.83,10.99,,,,SK,,,4992313473829035528,Yes,,,
GPA.3398-8814-6420-09856..0,2023-01-03,1672777925,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,SAR,19.12,2.87,21.99,,,,SA,,,4992313473829035528,Yes,,,
GPA.3377-9290-1341-08503,2023-01-03,1672781417,Refund,crownqltesq, PDF Reader - Permanent Premium (PDF Tools: PDF Reader - Editor),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AED,23.80,-1.19,-24.99,,إمارة دبيّ,,AE,,,4992313473829035528,Yes,,,
GPA.3353-8554-1226-33090..0,2023-01-03,1672782446,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,USD,4.49,0.36,4.85,BROOKLYN,OH,44129,US,p1m,,4992313473829035528,Yes,,,
GPA.3311-9369-6479-80138..10,2023-01-03,1672784415,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,GBP,2.91,0.58,3.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3372-8113-3369-17354,2023-01-04,1672807853,Charged,RE879AL1,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,VND,"69,000.00",0.00,"69,000.00",Nam Định,NAM ĐỊNH,07554,VN,,,4992313473829035528,Yes,,,
GPA.3325-8232-1930-99126..0,2023-01-04,1672812651,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,THB,163.55,11.45,175.00,,,,TH,,,4992313473829035528,Yes,,,
GPA.3388-2790-2393-51585,2023-01-04,1672814606,Charged,crownlte,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,VND,"69,000.00",0.00,"69,000.00",,,,VN,,,4992313473829035528,Yes,,,
GPA.3360-7573-9935-06531,2023-01-04,1672815622,Charged,a31,Remove all Ads forever (Currency & Crypto Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,PHP,145.00,0.00,145.00,,,,PH,,,4992313473829035528,Yes,,,
GPA.3326-8058-4701-59388,2023-01-04,1672820137,Refund,a32x,Remove all Ads forever (Currency & Crypto Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.44,-0.61,-3.05,,,,HR,,,4992313473829035528,Yes,,,
GPA.3351-0264-8732-56523,2023-01-04,1672824788,Charged,b0q, PDF Reader - Permanent Premium (PDF Tools: PDF Reader - Editor),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AED,23.80,1.19,24.99,,عجمان,,AE,,,4992313473829035528,Yes,,,
GPA.3309-6548-4561-91225,2023-01-04,1672826818,Charged,r0s,No more Ads 4ever (File Viewer - Office Suite),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Bellinzona,,6500,CH,,,4992313473829035528,Yes,,,
GPA.3339-6318-7431-35574,2023-01-04,1672829579,Charged,o1s,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.16,1.83,10.99,,,,AT,,,4992313473829035528,Yes,,,
GPA.3339-6228-7937-23863,2023-01-04,1672833819,Charged,gta3xlwifi,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,NOK,35.20,8.80,44.00,,,,NO,,,4992313473829035528,Yes,,,
GPA.3307-9081-5515-66633,2023-01-04,1672838178,Charged,veux, PDF Reader - Permanent Premium (PDF Tools: PDF Reader - Editor),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes,,,
GPA.3341-9192-1800-01248..0,2023-01-04,1672840671,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,4.12,0.87,4.99,,,,NL,p1m,,4992313473829035528,Yes,,,
GPA.3397-1314-6301-07992,2023-01-04,1672842090,Charged,vili,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.52,0.67,4.19,,,,DE,,,4992313473829035528,Yes,,,
GPA.3341-7700-2215-53918,2023-01-04,1672847067,Charged,a10,Remove all Ads forever (Currency & Crypto Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.44,0.61,3.05,,,,HR,,,4992313473829035528,Yes,,,
GPA.3390-7810-6151-36763,2023-01-04,1672847492,Charged,m33x,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Shimla,Himachal Pradesh,171009,IN,,,4992313473829035528,Yes,,,
GPA.3347-1132-6626-38764..0,2023-01-04,1672847629,Charged,,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,4.43,1.06,5.49,,,,FI,,,4992313473829035528,Yes,,,
GPA.3364-6190-3189-02142,2023-01-04,1672854426,Charged,OP5567L1,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,Mumbai,Maharashtra,400058,IN,,,4992313473829035528,Yes,,,
GPA.3389-5555-3807-47329,2023-01-04,1672855191,Charged,fijisc,iapforever (Time Warp Scan - Face Warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,CZK,90.90,19.09,109.99,,,,CZ,,,4992313473829035528,Yes,,,
GPA.3396-4569-4341-24773,2023-01-04,1672855313,Charged,p3s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,AED,11.42,0.57,11.99,,إمارة دبيّ,,AE,,,4992313473829035528,Yes,,,
GPA.3320-0086-7731-71146,2023-01-04,1672856988,Charged,B130DL,Premium Version -  Forever (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,inapp,iapforever,USD,12.99,0.00,12.99,GLASGOW,MT,59230,US,,,4992313473829035528,Yes,,,
GPA.3385-9219-7908-18878,2023-01-04,1672861898,Charged,crownlte,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,AED,11.42,0.57,11.99,,,,AE,,,4992313473829035528,Yes,,,
GPA.3395-6431-7244-34899,2023-01-04,1672865444,Charged,a13ve,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,4.16,0.83,4.99,,,,FR,p1m,,4992313473829035528,Yes,,,
GPA.3394-5287-3337-41877..0,2023-01-04,1672866453,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,JPY,500.00,0.00,500.00,,,671-1217,JP,p1m,,4992313473829035528,Yes,,,
