Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3356-3616-0857-04962,2021-07-02,1625199777,Charged,a02q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"4,202.00",798.00,"5,000.00",,,,CL
GPA.3379-5099-4907-61075,2021-07-02,1625203202,Charged,OP4F1BL1,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,THB,91.00,0.00,91.00,บางแค,กรุงเทพมหานคร,10160,TH
GPA.3320-8602-8659-99589,2021-07-02,1625209951,Charged,a31,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ZAR,80.86,12.13,92.99,Bloemfontein,,9301,ZA
GPA.3328-8699-9945-13791,2021-07-02,1625219076,Charged,SH-01M,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,3530002,JP
GPA.3394-0087-3407-17347,2021-07-02,1625219576,Charged,Jakarta_Lite,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.53,0.56,3.09,,,,IT
GPA.3330-5870-4352-60633,2021-07-02,1625228455,Refund,t2s,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,AED,22.85,-1.14,-23.99,,أبو ظبي,,AE
GPA.3320-8433-4242-17515,2021-07-02,1625229640,Charged,HWKII-Q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"4,202.00",798.00,"5,000.00",San Bernardo,REGIÓN METROPOLITANA,8071366,CL
GPA.3393-1463-1422-80554,2021-07-02,1625230160,Charged,a70q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,21.73,3.26,24.99,,,,SA
GPA.3300-4960-9585-96304,2021-07-02,1625232748,Charged,gts3llte,remove ads sale (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,KES,689.66,110.34,800.00,Nairobi,,,KE
GPA.3347-6107-6365-50017,2021-07-02,1625233123,Charged,x1s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,DKK,18.40,4.60,23.00,,,,DK
GPA.3387-4627-6725-74409,2021-07-02,1625242309,Charged,a01q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,SAR,11.30,1.69,12.99,Jeddah,,21543,SA
