Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3387-9473-1054-10116,2021-03-06,1615010777,Charged,flame,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,JPY,320.00,0.00,320.00,,,984-0838,JP
GPA.3366-0622-7469-53016,2021-03-06,1615023154,Charged,m31,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,LKR,575.00,0.00,575.00,Bandaragama,,,LK
GPA.3311-5642-9256-24771,2021-03-06,1615024435,Charged,HWMAR,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,BE
GPA.3351-7927-7490-74041,2021-03-06,1615038718,Charged,a10,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,CZK,66.11,13.88,79.99,,,,CZ
GPA.3379-2683-7230-29538,2021-03-06,1615050959,Charged,a9y18qlte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,BRL,12.99,0.00,12.99,Feira de Santana,BA,44032-174,BR
GPA.3314-7926-3822-56386,2021-03-06,1615056580,Charged,XQ-AU52,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3347-1434-3054-52965,2021-03-06,1615060531,Charged,j4primelte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,LT
GPA.3351-2612-6159-86372,2021-03-07,1615080195,Charged,a5xelte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.51,0.58,3.09,,,,PT
GPA.3365-7856-0948-13943,2021-03-07,1615091742,Charged,a11q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.00,2.99,Cambodia,,,KH
GPA.3377-4601-7299-85183,2021-03-07,1615095111,Charged,d2s,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,Mo,ปทุมธานี,12150,TH
GPA.3324-7482-4073-01937,2021-03-07,1615102604,Charged,cv109,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.51,0.48,2.99,,,,DE
GPA.3381-4337-9219-30495,2021-03-07,1615103131,Charged,HWPRA-H,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3326-6542-0839-16249,2021-03-07,1615114079,Charged,a51,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,THB,77.00,0.00,77.00,ลอนดอนน,พระนครศรีอยุธยา,13170,TH
GPA.3341-2580-2333-66017,2021-03-07,1615117958,Charged,r7,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,เมือง,นนทบุรี,11000,TH
GPA.3378-3087-3329-17900,2021-03-07,1615133757,Charged,star2lte,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3310-9925-4613-19766,2021-03-07,1615149168,Charged,raphael,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3339-5653-9291-74789,2021-03-07,1615157900,Charged,HWEML,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.51,0.48,2.99,,,,DE
GPA.3360-9253-8653-06154,2021-03-08,1615194897,Charged,joyeuse,Remove all ads (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeads,EUR,4.50,0.99,5.49,,,,IT
GPA.3355-6846-8710-48759,2021-03-08,1615199318,Charged,p3q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,TWD,72.00,4.00,76.00,,,802,TW
GPA.3389-4198-5020-09751,2021-03-08,1615209464,Charged,o1s,Remove all ads (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeads,NOK,47.20,11.80,59.00,,,,NO
GPA.3368-9657-1847-68951,2021-03-08,1615217362,Charged,bloomq,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,TWD,84.00,4.00,88.00,,,100,TW
GPA.3387-7911-7183-72763,2021-03-08,1615218334,Charged,r7,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,ตลิ่งชัน,,,TH
GPA.3372-0832-1876-27503,2021-03-08,1615219267,Charged,S95Pro,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3324-7228-4024-77575,2021-03-08,1615226670,Charged,DRG_sprout,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,LKR,575.00,0.00,575.00,Galgamuwa,,,LK
GPA.3315-4480-4062-61324,2021-03-08,1615229235,Charged,ginna,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.23,3.22,CONROE,TX,77385,US
GPA.3312-4077-8424-52017,2021-03-08,1615229578,Charged,r7,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,ตลิ่งชัน,,,TH
GPA.3377-2141-5470-87500,2021-03-08,1615234379,Charged,crownqltechn,Remove all ads (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeads,BRL,30.99,0.00,30.99,Francisco Morato,SP,07936150,BR
GPA.3312-7084-7806-28471,2021-03-08,1615235712,Charged,HWVOG,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.49,0.00,2.49,,,,KW
GPA.3327-9238-0711-05679,2021-03-08,1615246046,Charged,SCV48,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,1240023,JP
GPA.3343-0927-0809-57735,2021-03-09,1615267042,Charged,guamp,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,AUD,3.90,0.39,4.29,,,3915,AU
GPA.3346-5623-3939-86617,2021-03-09,1615272797,Charged,a71,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GHS,15.00,2.62,17.62,accra,,,GH
GPA.3393-7178-3270-29772,2021-03-09,1615273403,Charged,OnePlus8T,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,INR,220.34,39.66,260.00,Hayathnagar,Telangana,501505,IN
GPA.3312-6973-6847-22905,2021-03-09,1615277568,Charged,nasa_sprout,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,7370922,JP
GPA.3337-5996-8798-79416,2021-03-09,1615277670,Charged,a20e,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,CZK,66.11,13.88,79.99,,,,CZ
GPA.3371-8781-7491-10962,2021-03-09,1615280646,Charged,sunfish,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3303-9158-5389-45235,2021-03-09,1615307515,Charged,a71,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,SK
GPA.3372-0556-8570-04475,2021-03-10,1615341572,Charged,a20s,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,CLP,"2,185.00",415.00,"2,600.00",,,,CL
GPA.3382-7629-3893-21348,2021-03-10,1615346092,Charged,lavender,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,FR
GPA.3369-6546-4671-80568,2021-03-10,1615361881,Charged,RMX2170L1,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3397-1382-4351-93036,2021-03-10,1615370677,Charged,P45 Pro+,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.47,0.52,2.99,,,,BE
GPA.3399-5009-3276-26201,2021-03-10,1615375995,Charged,cattail,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,INR,220.34,39.66,260.00,,,,IN
GPA.3313-8566-2706-47824,2021-03-10,1615384427,Charged,a51,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,10800,TH
GPA.3381-3172-9390-93033,2021-03-10,1615385822,Charged,beyond1q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,CAD,3.79,0.00,3.79,Toronto,ON,M6K 2V4,CA
GPA.3365-5894-3468-17588,2021-03-10,1615390448,Charged,a42xq,Remove all ads (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeads,EUR,4.57,0.92,5.49,,,,FR
GPA.3343-4387-4997-37461,2021-03-10,1615396689,Charged,blackjack,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,CLP,"2,185.00",415.00,"2,600.00",Antofagasta,Antofagasta,,CL
GPA.3329-3218-4682-17749,2021-03-10,1615416134,Charged,a50,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,INR,220.34,39.66,260.00,Chennai,Tamil Nadu,600076,IN
GPA.3331-7556-0786-13609,2021-03-11,1615428427,Charged,redfin,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,JPY,320.00,0.00,320.00,,,0301203,JP
GPA.3393-3908-8485-49129,2021-03-11,1615433537,Charged,f2q,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AED,9.32,0.47,9.79,,أبو ظبي,,AE
GPA.3333-4815-7164-56848,2021-03-11,1615442229,Charged,judyln,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.21,3.20,CARY,NC,27513,US
GPA.3384-0192-3746-26650,2021-03-11,1615468074,Charged,cebu,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,,CL
GPA.3308-7664-7105-95732,2021-03-11,1615476554,Charged,y2s,Remove all ads (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeads,EUR,4.54,0.95,5.49,,,,NL
GPA.3339-3786-7409-22263,2021-03-11,1615497137,Charged,a71,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GHS,15.00,2.62,17.62,Accra,,,GH
GPA.3352-3015-5369-33469,2021-03-11,1615497582,Charged,c2s,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GHS,15.00,2.62,17.62,Accra,,,GH
GPA.3387-6675-9560-25676,2021-03-11,1615497753,Charged,c2s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,ES
GPA.3396-9601-6465-78909,2021-03-12,1615546218,Charged,1901,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,THB,90.00,0.00,90.00,,,,TH
GPA.3328-0516-2288-10682,2021-03-12,1615562886,Charged,SOV35,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,JPY,320.00,0.00,320.00,,,0100201,JP
GPA.3327-7597-0728-11443,2021-03-12,1615566160,Charged,a10,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3378-2013-2902-16853,2021-03-12,1615568412,Charged,OP4EFDL1,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,MXN,65.00,0.00,65.00,,,27016,MX
GPA.3371-4631-0772-67131,2021-03-12,1615589713,Charged,HWSNE,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,49.00,0.00,49.00,,,36720,MX
GPA.3389-7367-7457-45058,2021-03-13,1615598790,Charged,d-41A,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,270.00,0.00,270.00,栃木県 鹿沼市 万町,栃木県,3220043,JP
GPA.3362-3614-4395-06652,2021-03-13,1615606970,Charged,z3q,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,USD,2.99,0.00,2.99,UNINCORPORATED,CA,92395,US
GPA.3373-9611-9239-31337,2021-03-13,1615621641,Charged,SBM801FJ,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,4280008,JP
GPA.3392-6081-8605-18469,2021-03-13,1615672315,Charged,greatqltecs,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,CAD,3.79,0.00,3.79,Vancouver,BC,V5M 4T8,CA
GPA.3351-3433-6148-33473,2021-03-13,1615673493,Charged,merlin,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",Viña,V REGIÓN DE VALPARAÍSO,,CL
GPA.3358-7724-9022-54868,2021-03-14,1615681734,Charged,on7xelte,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",,,7165651,CL
GPA.3315-7279-7015-02400,2021-03-14,1615716891,Charged,crosshatch,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,4870035,JP
GPA.3352-5629-5948-10304,2021-03-14,1615728775,Charged,OP4B80L1,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.07,0.42,2.49,,,,FR
GPA.3387-8796-7763-74074,2021-03-15,1615783777,Charged,HWDUB-Q,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,AUD,3.90,0.39,4.29,,,4352,AU
GPA.3322-6409-0207-00453,2021-03-15,1615798094,Charged,HWMAR,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3309-3566-5522-14885,2021-03-15,1615800159,Charged,merlin,"Remove all Ads forever (Currency exchange, Rate exchange & Money exchange)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GEL,9.00,0.00,9.00,საჩხერე,,,GE
GPA.3341-5385-8165-02176,2021-03-15,1615801786,Charged,j6lte,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,EUR,2.49,0.50,2.99,,,,FR
GPA.3334-7512-9905-30225,2021-03-15,1615805883,Charged,a21s,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,1.91,0.38,2.29,,,,GB
GPA.3390-6679-9891-24098,2021-03-15,1615819294,Charged,a20,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AUD,3.45,0.34,3.79,,,6030,AU
GPA.3310-4124-8749-76822,2021-03-15,1615819866,Charged,star2qltechn,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,BRL,16.99,0.00,16.99,Caldas Novas,GO,75680092,BR
GPA.3380-9126-0570-11932,2021-03-15,1615819924,Charged,lancelot,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",Rancagua,O'HIGGINS,,CL
GPA.3358-4625-3361-85630,2021-03-15,1615820859,Charged,HWCAN,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.06,0.43,2.49,,,,BE
GPA.3373-5434-1628-59141,2021-03-15,1615834877,Charged,d2xq,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,2.49,0.00,2.49,,,,KW
GPA.3324-1528-2140-12156,2021-03-15,1615837748,Charged,beyond2,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,THB,90.00,0.00,90.00,,,19400,TH
GPA.3331-3244-0009-48425,2021-03-15,1615850031,Charged,CPH1823,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,9.56,1.43,10.99,,,,SA
GPA.3321-3564-9683-70322,2021-03-16,1615878436,Charged,OnePlus7,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,2.01,0.38,2.39,,,,DE
GPA.3318-5798-3062-19196,2021-03-16,1615883548,Charged,HWCOL,Remove all ads (PDF Converter: Photo To PDF - PDF Maker),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,EUR,2.43,0.46,2.89,,,,DE
GPA.3300-7135-5017-31144,2021-03-16,1615895813,Charged,merlin,remove all ads forever (PDF Reader - PDF Viewer For Android Free),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"1,933.00",367.00,"2,300.00",Providencia,REGIÓN METROPOLITANA,7500784,CL
GPA.3307-8510-2289-78517,2021-03-16,1615898807,Charged,troika,Remove all ads (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeads,USD,5.49,0.35,5.84,ENFIELD,CT,06082,US
GPA.3394-7835-9891-57745,2021-03-16,1615900969,Charged,a20e,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,GBP,2.24,0.45,2.69,,,,GB
GPA.3375-4919-3987-47720,2021-03-16,1615905779,Charged,beyond2,Remove all ads (Scanner App - PDF Scanner Apps For Free),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeads,HRK,34.40,8.60,43.00,,,,HR
GPA.3380-7567-9954-97222,2021-03-16,1615917204,Charged,beyond1,removeads (Pro Compass - Free Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,EUR,2.51,0.48,2.99,,,,DE
