Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible
GPA.3397-3326-3318-25638,2022-05-01,1651363715,Charged,a32x, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,TWD,181.00,9.00,190.00,,,303,TW,,,4992313473829035528,Yes
GPA.3367-1379-6289-72750,2022-05-01,1651375639,Charged,veux,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,MYR,21.69,1.30,22.99,,,42500,MY,,,4992313473829035528,Yes
GPA.3373-3376-7305-43927,2022-05-01,1651376945,Charged,a70q, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,25915,MX,,,4992313473829035528,Yes
GPA.3313-9727-0933-30380,2022-05-01,1651379129,Charged,HWMRD-M1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,DKK,47.20,11.80,59.00,,,,DK,,,4992313473829035528,Yes
GPA.3307-7866-6408-17642,2022-05-01,1651379347,Charged,OP4F1FL1,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MYR,25.46,1.53,26.99,,,08000,MY,,,4992313473829035528,Yes
GPA.3379-4684-3127-60426,2022-05-01,1651379645,Charged,r5q, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,95110,MX,,,4992313473829035528,Yes
GPA.3393-0934-0645-65283,2022-05-01,1651379802,Charged,odessa,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,PEN,20.99,0.00,20.99,La Oroya,JUNÍN,,PE,,,4992313473829035528,Yes
GPA.3342-6665-4251-17101,2022-05-01,1651379969,Charged,astro, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CRC,"4,000.00",0.00,"4,000.00",Heredia,HEREDIA,,CR,,,4992313473829035528,Yes
GPA.3334-0879-3218-70336,2022-05-01,1651381323,Charged,HWPOT-H,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.43,0.46,2.89,,,,DE,,,4992313473829035528,Yes
GPA.3380-4410-6600-66732,2022-05-01,1651383642,Charged,a22x,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.03,0.96,5.99,,,,DE,,,4992313473829035528,Yes
GPA.3381-7662-9779-95175,2022-05-01,1651385708,Charged,X90, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ZAR,91.30,13.69,104.99,Cape Town,,7785,ZA,,,4992313473829035528,Yes
GPA.3387-4865-0824-55099,2022-05-01,1651389105,Charged,gta4l,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,BE,,,4992313473829035528,Yes
GPA.3352-2911-4219-91343,2022-05-01,1651389709,Charged,apollo,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3327-5352-8219-33419,2022-05-01,1651394277,Charged,vili,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,THB,163.55,11.45,175.00,นครปฐม,นครปฐม,73000,TH,,,4992313473829035528,Yes
GPA.3334-7449-9063-23488,2022-05-01,1651396239,Charged,a51,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,CHF,4.80,0.00,4.80,Renan,,2616,CH,p1y,,4992313473829035528,Yes
GPA.3398-4873-2033-41118,2022-05-01,1651401010,Charged,a72q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CLP,"4,454.00",846.00,"5,300.00",,,,CL,,,4992313473829035528,Yes
GPA.3384-6548-8702-03508,2022-05-01,1651403651,Charged,gta7lite,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,BRL,41.99,0.00,41.99,Uberlândia,MG,38400238,BR,,,4992313473829035528,Yes
GPA.3308-5273-8762-23425,2022-05-01,1651404505,Charged,b0s,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,NOK,47.20,11.80,59.00,,,,NO,p1y,,4992313473829035528,Yes
GPA.3365-7128-0353-41095,2022-05-01,1651410805,Charged,greatlte,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,GBP,2.24,0.45,2.69,,,,GB,,,4992313473829035528,Yes
GPA.3307-3239-7444-98981,2022-05-01,1651413681,Charged,a70q,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,THB,163.55,11.45,175.00,เขตคันนายาว,กรุงเทพมหานคร,10230,TH,,,4992313473829035528,Yes
GPA.3340-3929-4639-57820,2022-05-01,1651414610,Charged,gta4xlwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.55,1.44,7.99,,,,IT,,,4992313473829035528,Yes
GPA.3398-4214-8118-58814,2022-05-01,1651421860,Charged,greatlte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,,,,SA,,,4992313473829035528,Yes
GPA.3321-5866-4435-21577,2022-05-01,1651422985,Charged,dedede_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,CLOVER,SC,29710,US,,,4992313473829035528,Yes
GPA.3367-8467-2110-50830,2022-05-01,1651426741,Charged,gts7lwifi, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.58,7.07,BROOKLYN,NY,11221,US,,,4992313473829035528,Yes
GPA.3312-4727-9876-36594,2022-05-01,1651428594,Charged,OnePlusN100METRO,removeads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,USD,2.99,0.23,3.22,CINCINNATI,OH,45223,US,,,4992313473829035528,Yes
GPA.3330-5014-8130-37526,2022-05-01,1651432995,Charged,gta4s,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,CAD,4.99,0.65,5.64,Brampton,ON,L6X1W1,CA,,,4992313473829035528,Yes
GPA.3340-7744-4667-31542,2022-05-01,1651433093,Charged,c1q,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,7.99,0.00,7.99,San Jose,CA,95117,US,,,4992313473829035528,Yes
GPA.3396-0384-5446-09877,2022-05-01,1651438449,Charged,a12, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,BRL,33.99,0.00,33.99,Adamantina,SP,13216730,BR,,,4992313473829035528,Yes
GPA.3310-8772-2156-47774,2022-05-01,1651439695,Charged,a51,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,SAR,14.77,2.22,16.99,,,,SA,,,4992313473829035528,Yes
GPA.3341-1024-1829-37968,2022-05-01,1651440562,Charged,apollo, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,6.07,0.42,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3396-8790-5485-11171,2022-05-01,1651441075,Charged,c1q,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,4.99,0.41,5.40,Garland,TX,75041,US,p1y,,4992313473829035528,Yes
GPA.3382-9310-2391-34696,2022-05-02,1651453274,Charged,d2s,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,IDR,"74,000.00","8,140.00","82,140.00",Pancoran,DKI JAKARTA,,ID,p1y,,4992313473829035528,Yes
GPA.3308-8575-2642-19340,2022-05-02,1651462537,Charged,a42xq,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Dalli Rajhara Distric Balod CG,Chhattisgarh,491228,IN,,,4992313473829035528,Yes
GPA.3304-3456-9908-52137,2022-05-02,1651465991,Charged,d2q,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,USD,5.49,0.50,5.99,KNOXVILLE,TN,37909,US,,,4992313473829035528,Yes
GPA.3336-2653-1072-74835,2022-05-02,1651469504,Charged,crownqltesq,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,USD,5.49,0.36,5.85,KEYPORT,NJ,07735,US,,,4992313473829035528,Yes
GPA.3303-4745-8341-37500,2022-05-02,1651470453,Charged,q2q,Premium Version Forever - Special Season Sale (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,iapevent,THB,186.92,13.08,200.00,เลย,เลย,42130,TH,,,4992313473829035528,Yes
GPA.3307-4161-8709-84160,2022-05-02,1651473515,Charged,a42xq, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,TWD,181.00,9.00,190.00,,,404,TW,,,4992313473829035528,Yes
GPA.3358-7216-1725-84166,2022-05-02,1651481225,Charged,z3q,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,USD,2.99,0.00,2.99,STILWELL,OK,74960,US,,,4992313473829035528,Yes
GPA.3329-6822-6461-53719,2022-05-02,1651485561,Charged,beyond2q,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,CAD,3.79,0.49,4.28,Markham,ON,L3S3J3,CA,,,4992313473829035528,Yes
GPA.3395-6825-6662-37050,2022-05-02,1651489576,Charged,b0q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.67,8.16,BROOKLYN,NY,11226,US,,,4992313473829035528,Yes
GPA.3322-1273-7819-76652,2022-05-02,1651492599,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SEK,68.00,17.00,85.00,,,,SE,,,4992313473829035528,Yes
GPA.3336-3918-3054-44934,2022-05-02,1651497928,Charged,beyond2,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,7.13,1.36,8.49,,,,DE,,,4992313473829035528,Yes
GPA.3367-8467-2110-50830,2022-05-02,1651504796,Refund,gts7lwifi, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,-0.58,-7.07,BROOKLYN,NY,11221,US,,,4992313473829035528,Yes
GPA.3336-8202-7453-23187..3,2022-05-02,1651505082,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,TRY,38.97,7.02,45.99,Zonguldak,,67020,TR,,,4992313473829035528,Yes
GPA.3398-2921-9348-99951,2022-05-02,1651511982,Charged,OP4F97,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EGP,119.99,0.00,119.99,Cairo,القاهرة,11341,EG,,,4992313473829035528,Yes
GPA.3326-6313-8415-05947,2022-05-02,1651514252,Charged,milletltetmo,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.35,7.84,EWA BEACH,HI,96706,US,,,4992313473829035528,Yes
GPA.3378-4744-1542-94666,2022-05-02,1651517054,Charged,a10s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,1390000,CL,,,4992313473829035528,Yes
GPA.3352-1685-1287-06266,2022-05-02,1651527627,Charged,gts7xllite,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.52,8.01,HILLSBORO BEACH,FL,33062,US,,,4992313473829035528,Yes
GPA.3354-9374-2587-41485,2022-05-02,1651530687,Charged,100011886,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.33,4.32,UNINCORPORATED,IL,61071,US,,,4992313473829035528,Yes
GPA.3325-6754-6987-70934,2022-05-02,1651531081,Charged,SC-42A,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,JPY,350.00,0.00,350.00,,,8470085,JP,,,4992313473829035528,Yes
GPA.3381-9493-8239-43856,2022-05-03,1651538436,Charged,on7xreflteins,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,,,,IN,,,4992313473829035528,Yes
GPA.3371-9220-0258-52047,2022-05-03,1651539914,Charged,a31,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Ouro Branco,MG,36420-000,BR,,,4992313473829035528,Yes
GPA.3304-9187-3665-71912,2022-05-03,1651543615,Charged,q2q,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,THB,163.55,11.45,175.00,จตุจักร,กรุงเทพมหานคร,10900,TH,p1y,,4992313473829035528,Yes
GPA.3321-7687-7013-45377..5,2022-05-03,1651547497,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.24,4.23,Coatesville,PA,19320,US,,,4992313473829035528,Yes
GPA.3390-5838-2001-38221,2022-05-03,1651555348,Charged,lavender,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,THB,163.55,11.45,175.00,,,50210,TH,,,4992313473829035528,Yes
GPA.3391-4477-1986-27687,2022-05-03,1651555444,Charged,beyond2,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,SEK,24.80,6.20,31.00,,,,SE,,,4992313473829035528,Yes
GPA.3328-7488-1771-26862,2022-05-03,1651562048,Charged,XQ-AS52,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,GBP,4.57,0.92,5.49,,,,GB,,,4992313473829035528,Yes
GPA.3345-8937-0534-92065,2022-05-03,1651568071,Charged,r8q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.03,0.96,5.99,,,,DE,,,4992313473829035528,Yes
GPA.3339-0004-3255-17310,2022-05-03,1651573291,Charged,grandpplte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.00,6.49,Posadas,,,AR,,,4992313473829035528,Yes
GPA.3381-3866-4740-70759,2022-05-03,1651576011,Charged,mid1105_mp,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,Lockesburg,AR,71846,US,,,4992313473829035528,Yes
GPA.3324-9733-1300-72904,2022-05-03,1651582218,Charged,r8s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.00,6.49,Santa Rosa,La Pampa,6300,AR,,,4992313473829035528,Yes
GPA.3365-2107-6782-98215,2022-05-03,1651583635,Charged,star2lte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3324-3744-1434-27893,2022-05-03,1651584032,Charged,sofiar,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Campinas,SP,13015-010,BR,,,4992313473829035528,Yes
GPA.3396-2095-1025-00597,2022-05-03,1651586078,Charged,meh35lm,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Cosmopolis,SP,13157122,BR,,,4992313473829035528,Yes
GPA.3326-2541-8622-53740,2022-05-03,1651586286,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3314-2002-5479-26382,2022-05-03,1651586613,Charged,t2s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CZK,132.22,27.77,159.99,,,,CZ,,,4992313473829035528,Yes
GPA.3365-4544-1741-04144,2022-05-03,1651587296,Charged,kiev,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Lagoa Santa,MG,33240-014,BR,,,4992313473829035528,Yes
GPA.3322-5146-6891-30853,2022-05-03,1651588828,Charged,herolte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SEK,55.20,13.80,69.00,,,,SE,,,4992313473829035528,Yes
GPA.3330-8090-2800-81775,2022-05-03,1651589088,Charged,HWVOG, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ZAR,91.30,13.69,104.99,Cape Town,,7975,ZA,,,4992313473829035528,Yes
GPA.3302-2245-5560-45523,2022-05-03,1651589984,Charged,HWINE,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,MYR,21.69,1.30,22.99,Sg.buloh,SELANGOR,47000,MY,p1y,,4992313473829035528,Yes
GPA.3325-2127-2647-53833,2022-05-03,1651590142,Charged,a22, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,91340,MX,,,4992313473829035528,Yes
GPA.3398-0615-8127-27041,2022-05-03,1651593524,Charged,joyeuse, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,,CL,,,4992313473829035528,Yes
GPA.3331-0974-0059-78948,2022-05-03,1651598395,Charged,gta8wifi, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,3.57,0.92,4.49,,,,GB,,,4992313473829035528,Yes
GPA.3387-4725-6673-74631,2022-05-03,1651599267,Charged,HWMRD-M1, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.45,1.04,6.49,,,,DE,,,4992313473829035528,Yes
GPA.3366-0027-8948-08294,2022-05-03,1651601608,Charged,r8s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,BE,,,4992313473829035528,Yes
GPA.3305-4939-1158-77980,2022-05-03,1651603860,Charged,x1s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,NL,,,4992313473829035528,Yes
GPA.3316-2788-9526-71942,2022-05-03,1651604767,Charged,a22x, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,,CL,,,4992313473829035528,Yes
GPA.3307-2416-3341-22093,2022-05-03,1651610530,Charged,bramble,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.52,0.67,4.19,,,,DE,,,4992313473829035528,Yes
GPA.3308-2433-6938-64104,2022-05-03,1651613332,Charged,a70q, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3311-9369-6479-80138..2,2022-05-03,1651616594,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,GBP,2.91,0.58,3.49,,,,GB,,,4992313473829035528,Yes
GPA.3321-0023-3265-48694,2022-05-03,1651617141,Charged,curtana,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,GEL,11.86,2.14,14.00,თბილისი,,,GE,p1y,,4992313473829035528,Yes
GPA.3332-2419-5779-70483,2022-05-03,1651619488,Charged,meh35lm, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,14390,MX,,,4992313473829035528,Yes
GPA.3327-9575-5149-64671,2022-05-04,1651626000,Charged,CPH1877,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,AUD,5.45,0.54,5.99,Parramatta,NSW,2150,AU,,,4992313473829035528,Yes
GPA.3330-0346-9772-04930,2022-05-04,1651627167,Charged,gts7fewifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,COP,"29,000.00",0.00,"29,000.00",,,,CO,,,4992313473829035528,Yes
GPA.3306-3056-9647-08896,2022-05-04,1651633015,Charged,crownqltechn, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",Providencia,REGIÓN METROPOLITANA,7510634,CL,,,4992313473829035528,Yes
GPA.3331-7441-6191-54319,2022-05-04,1651652396,Charged,p3s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.28,1.21,6.49,,,,PT,,,4992313473829035528,Yes
GPA.3390-1196-6677-65672,2022-05-04,1651655671,Charged,star2lte,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,INR,389.83,70.17,460.00,Itanahar,Arunachal Pradesh,791111,IN,,,4992313473829035528,Yes
GPA.3346-4782-1323-86331,2022-05-04,1651656207,Charged,OnePlus7T,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,INR,550.85,99.15,650.00,Paschim Vihar,Delhi,110063,IN,,,4992313473829035528,Yes
GPA.3393-4412-9878-01133,2022-05-04,1651656418,Charged,a71,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,USD,2.99,0.21,3.20,Miami,FL,33166,US,,,4992313473829035528,Yes
GPA.3342-8751-8947-90384,2022-05-04,1651658952,Charged,o1s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SEK,68.00,17.00,85.00,,,,SE,,,4992313473829035528,Yes
GPA.3393-6772-6026-42646,2022-05-04,1651663214,Charged,y2s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,GBP,3.57,0.92,4.49,,,,GB,,,4992313473829035528,Yes
GPA.3380-9403-1229-17728,2022-05-04,1651663574,Charged,OP4B83L1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,KZT,"3,190.00",0.00,"3,190.00",Костанай,,110000,KZ,,,4992313473829035528,Yes
GPA.3360-5733-3427-97997,2022-05-04,1651672531,Charged,j8y18lte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,,CL,,,4992313473829035528,Yes
GPA.3373-1852-4334-90390,2022-05-04,1651673701,Charged,j8y18lte,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CLP,"6,050.00","1,150.00","7,200.00",,,,CL,,,4992313473829035528,Yes
GPA.3368-9847-0267-95851,2022-05-04,1651679614,Charged,beyond1,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,GBP,4.57,0.92,5.49,,,,GB,,,4992313473829035528,Yes
