Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate
GPA.3379-3404-6554-40805,2022-10-01,1664639353,Charged,q2q,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,KRW,"7,727.00",773.00,"8,500.00",,,,KR,p1y,,4992313473829035528,Yes,,,
GPA.3346-3564-3333-03592,2022-10-01,1664641039,Charged,herolte,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.55,0.74,4.29,,,,ES,,,4992313473829035528,Yes,,,
GPA.3315-9361-3648-05053,2022-10-01,1664641337,Charged,cofud,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.08,1.91,10.99,,,,NL,,,4992313473829035528,Yes,,,
GPA.3348-6925-1989-23998,2022-10-01,1664642845,Charged,a12s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,NZD,4.34,0.65,4.99,Hastings,,4122,NZ,,,4992313473829035528,Yes,,,
GPA.3325-3277-2675-79537,2022-10-01,1664643173,Charged,A105,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,AED,27.61,1.38,28.99,,إمارة الشارقةّ,,AE,,,4992313473829035528,Yes,,,
GPA.3386-0306-3213-44799,2022-10-01,1664643246,Charged,c1s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,FR,,,4992313473829035528,Yes,,,
GPA.3362-1055-8228-07863,2022-10-01,1664644371,Charged,starlte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.28,1.21,6.49,,,,IE,,,4992313473829035528,Yes,,,
GPA.3328-2589-8978-48285,2022-10-01,1664646893,Charged,biloba,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,TRY,105.92,19.07,124.99,,,53023,TR,p1y,,4992313473829035528,Yes,,,
GPA.3391-0386-8474-60550,2022-10-01,1664649559,Charged,lavender,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,UAH,116.66,23.33,139.99,Пісківка,Київська область,07820,UA,,,4992313473829035528,Yes,,,
GPA.3352-8157-6794-98275,2022-10-01,1664657440,Charged,jacuzzi_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3304-1174-1840-97738,2022-10-01,1664658253,Charged,J606F,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.55,0.74,4.29,,,,ES,,,4992313473829035528,Yes,,,
GPA.3387-4365-2226-80626,2022-10-02,1664689259,Charged,F51B,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,JPY,"1,250.00",0.00,"1,250.00",,,3010022,JP,,,4992313473829035528,Yes,,,
GPA.3303-5724-3674-54956,2022-10-02,1664699472,Charged,RE87CCL1,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.24,1.75,10.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3316-9829-4623-13596,2022-10-02,1664700956,Charged,sunny,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.24,1.75,10.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3341-1304-2708-02840,2022-10-02,1664702575,Charged,d2s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.45,1.04,6.49,,,,DE,,,4992313473829035528,Yes,,,
GPA.3306-1342-1878-03706,2022-10-02,1664703622,Charged,8505X,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3368-2358-2483-92701,2022-10-02,1664709297,Charged,a11q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,Kolonia,POHNPEI,96941,FM,,,4992313473829035528,Yes,,,
GPA.3371-0657-1821-06781,2022-10-02,1664710133,Charged,c2s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes,,,
GPA.3362-8119-6479-28217,2022-10-02,1664710339,Charged,RMX1931L1,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,THB,327.10,22.90,350.00,,,,TH,,,4992313473829035528,Yes,,,
GPA.3336-8672-1874-78704,2022-10-02,1664710392,Charged,OP4C4BL1,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,PKR,750.00,0.00,750.00,Lahore,,,PK,p1m,,4992313473829035528,Yes,,,
GPA.3355-3046-5319-75074,2022-10-02,1664713964,Charged,jasmine_sprout,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.89,0.00,2.89,Belén de Escobar,Buenos Aires,B1625,AR,,,4992313473829035528,Yes,,,
GPA.3341-5152-7565-93104,2022-10-02,1664714472,Charged,p3s,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.78,1.21,6.99,,,,NL,p1y,,4992313473829035528,Yes,,,
GPA.3343-8272-2233-68250,2022-10-02,1664718598,Charged,a51,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,GBP,2.24,0.45,2.69,,,,GB,,,4992313473829035528,Yes,,,
GPA.3375-6791-3099-36407,2022-10-02,1664719823,Charged,HWEVR,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Bienne,,2503,CH,,,4992313473829035528,Yes,,,
GPA.3313-4000-4797-14024,2022-10-02,1664720423,Charged,b0q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,9.49,0.66,10.15,N WASHINGTON,IA,50659,US,,,4992313473829035528,Yes,,,
GPA.3317-0434-8414-88962,2022-10-02,1664721217,Charged,a21s,Premium Version -  Yearly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iap1year,BRL,29.99,0.00,29.99,Adamantina,SP,19780-000,BR,p1y,,4992313473829035528,Yes,,,
GPA.3326-1456-5391-04366,2022-10-02,1664723835,Refund,merlinnfc,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,-1.33,-7.99,,,,FR,,,4992313473829035528,Yes,,,
GPA.3336-8202-7453-23187..8,2022-10-02,1664724102,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,TRY,38.97,7.02,45.99,Zonguldak,,67020,TR,,,4992313473829035528,Yes,,,
GPA.3349-8320-6205-75615..3,2022-10-02,1664724409,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.19,4.18,DENVER,CO,80219,US,p1m,,4992313473829035528,Yes,,,
GPA.3338-9720-3571-73432,2022-10-02,1664725102,Charged,G0510WW,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.52,8.01,Gulfport,MS,39507,US,,,4992313473829035528,Yes,,,
GPA.3323-8359-9461-46817,2022-10-02,1664726418,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,NL,,,4992313473829035528,Yes,,,
GPA.3308-9721-3655-21036,2022-10-02,1664733930,Refund,B130DL,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,USD,4.49,-0.37,-4.86,ABILENE,TX,79602,US,p1m,,4992313473829035528,Yes,,,
GPA.3307-3554-1238-50159,2022-10-02,1664734049,Refund,odessa, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,-20.55,-149.00,,,89606,MX,,,4992313473829035528,Yes,,,
GPA.3393-2678-4482-30629,2022-10-02,1664736452,Charged,a30s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Abadia dos Dourados,MG,39440-000,BR,,,4992313473829035528,Yes,,,
GPA.3340-4286-2175-78141,2022-10-02,1664737324,Charged,r8q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3378-6610-3328-65917,2022-10-02,1664740302,Charged,cebu,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,COP,"22,500.00",0.00,"22,500.00",,,,CO,,,4992313473829035528,Yes,,,
GPA.3311-9637-6011-51364,2022-10-02,1664740529,Charged,a32,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,ILS,30.90,0.00,30.90,,,,IL,,,4992313473829035528,Yes,,,
GPA.3325-9844-5602-62698..0,2022-10-02,1664741554,Charged,,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,EUR,3.86,0.73,4.59,,,,DE,p1m,,4992313473829035528,Yes,,,
GPA.3300-8569-9443-64978,2022-10-02,1664743991,Charged,a51x,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.28,4.27,POMPANO BEACH,FL,33060,US,,,4992313473829035528,Yes,,,
GPA.3399-9263-9733-69744,2022-10-02,1664751980,Charged,p3s,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,GBP,3.83,0.76,4.59,,,,GB,,,4992313473829035528,Yes,,,
GPA.3351-4923-0960-87012,2022-10-03,1664757103,Charged,borneo,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.32,4.31,BARTLETT,IL,60120,US,,,4992313473829035528,Yes,,,
GPA.3395-7834-3185-89553,2022-10-03,1664788676,Charged,a71,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes,,,
GPA.3318-9302-0636-70952,2022-10-03,1664789185,Charged,a7y18lte,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,FR,,,4992313473829035528,Yes,,,
GPA.3321-4176-3261-03132,2022-10-03,1664790529,Charged,c2s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,ILS,23.00,0.00,23.00,ראש העין,,4813959,IL,,,4992313473829035528,Yes,,,
GPA.3353-4814-4061-72628,2022-10-03,1664791150,Charged,beyond2,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3393-3756-1183-80154,2022-10-03,1664797557,Charged,X606F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3323-0005-7529-14094,2022-10-03,1664797570,Charged,dreamlte,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,FR,,,4992313473829035528,Yes,,,
GPA.3352-3995-5884-01850,2022-10-03,1664799071,Charged,willow, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,BE,,,4992313473829035528,Yes,,,
GPA.3393-0415-3860-20967,2022-10-03,1664801487,Charged,HWBLA,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,ANAHEIM,CA,92802,US,,,4992313473829035528,Yes,,,
GPA.3310-0645-0670-32034,2022-10-03,1664801625,Refund,a41, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,-0.92,-5.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3393-2678-4482-30629,2022-10-03,1664805655,Refund,a30s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,-30.99,Abadia dos Dourados,MG,39440-000,BR,,,4992313473829035528,Yes,,,
GPA.3388-1256-5917-49569,2022-10-03,1664809295,Charged,c1s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,5550000,CL,,,4992313473829035528,Yes,,,
GPA.3391-5096-3655-67472,2022-10-03,1664812049,Charged,beyond2, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,Guadalajara,JAL.,44680,MX,,,4992313473829035528,Yes,,,
GPA.3365-9783-5703-81658,2022-10-03,1664816497,Charged,star2qlteue,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.49,0.70,4.19,,,,FR,,,4992313473829035528,Yes,,,
GPA.3390-5337-2574-12393,2022-10-03,1664818468,Charged,psyche,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3348-4826-7468-76384,2022-10-03,1664818772,Charged,sofiap,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,5.99,0.00,5.99,Brighton,CO,80601,US,,,4992313473829035528,Yes,,,
GPA.3332-5143-5394-98650,2022-10-03,1664819217,Charged,b2q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,KRW,"11,818.00","1,182.00","13,000.00",,,12772,KR,,,4992313473829035528,Yes,,,
GPA.3348-2512-1877-53195,2022-10-03,1664826163,Charged,gts8wifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.86,8.35,Toa Alta,,00953,PR,,,4992313473829035528,Yes,,,
GPA.3341-8626-5385-25530,2022-10-03,1664826264,Charged,sofia,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.21,3.20,Asheville,NC,28805,US,,,4992313473829035528,Yes,,,
GPA.3311-9369-6479-80138..7,2022-10-03,1664835615,Charged,,Pro Version -  Monthly Subscription (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,GBP,2.91,0.58,3.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3394-1157-9827-07223,2022-10-03,1664837835,Charged,ocean, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,56560,MX,,,4992313473829035528,Yes,,,
GPA.3304-5257-6106-84718,2022-10-04,1664845046,Charged,gta3xlwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,Redmond,OR,97756,US,,,4992313473829035528,Yes,,,
GPA.3375-7441-5719-42658,2022-10-04,1664855060,Charged,p3q,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.17,4.16,Hana,HI,96713,US,,,4992313473829035528,Yes,,,
GPA.3341-4310-8428-58328,2022-10-04,1664865032,Charged,guamp,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,PHP,379.00,0.00,379.00,,,1107,PH,,,4992313473829035528,Yes,,,
GPA.3359-0846-9661-50744,2022-10-04,1664868370,Charged,HWVOG,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,CZK,223.13,46.86,269.99,,,,CZ,,,4992313473829035528,Yes,,,
GPA.3353-4814-4061-72628,2022-10-04,1664868772,Refund,beyond2,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,-1.28,-7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3327-5614-6361-80665,2022-10-04,1664869294,Charged,a51, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,DKK,39.20,9.80,49.00,,,,DK,,,4992313473829035528,Yes,,,
GPA.3373-9528-3785-69902,2022-10-04,1664869919,Charged,star2lte,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,RON,13.44,2.55,15.99,,,,RO,,,4992313473829035528,Yes,,,
GPA.3386-3565-7631-18530,2022-10-04,1664871885,Charged,jackpotlte,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.08,1.91,10.99,,,,NL,,,4992313473829035528,Yes,,,
GPA.3316-3999-4038-38928,2022-10-04,1664873489,Charged,a02q,Premium Version -  Permanently (Collage Maker: Photo Layout),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,9.01,1.98,10.99,,,,IT,,,4992313473829035528,Yes,,,
GPA.3384-2635-7402-62084,2022-10-04,1664873670,Charged,1807,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Ernakulam,Kerala,682036,IN,,,4992313473829035528,Yes,,,
GPA.3354-4865-5617-93421,2022-10-04,1664874001,Charged,HWELE, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,140.49,29.50,169.99,,,,CZ,,,4992313473829035528,Yes,,,
GPA.3344-3860-7801-56095,2022-10-04,1664874788,Charged,b0q,Pro Version -  Monthly Subscription (Live Wallpapers - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,USD,4.49,0.52,5.01,Vega Baja,,00693,PR,p1m,,4992313473829035528,Yes,,,
GPA.3373-1285-4677-89580,2022-10-04,1664877776,Charged,a7y18lte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,Ahmednagar,Maharashtra,414201,IN,,,4992313473829035528,Yes,,,
GPA.3386-6739-6771-53046,2022-10-04,1664880887,Charged,a12s,Remove all anoying ads forever -  One time payment (Weatherapp - Forecast Weather),weatherapp.weatherradar.weather.forecast,inapp,remove_all_ads_sale,USD,2.05,0.00,2.05,Kadoma,,,ZW,,,4992313473829035528,Yes,,,
GPA.3319-0879-7997-13924,2022-10-04,1664896094,Charged,gta4lwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CLP,"6,050.00","1,150.00","7,200.00",,,,CL,,,4992313473829035528,Yes,,,
GPA.3375-5506-5470-02622,2022-10-04,1664898811,Charged,Nord,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CAD,7.49,0.97,8.46,Aurora,ON,L4G 1Y5,CA,,,4992313473829035528,Yes,,,
GPA.3387-8371-2050-23609,2022-10-04,1664899957,Charged,PET-1081-H232S,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,BE,,,4992313473829035528,Yes,,,
GPA.3340-2177-0780-39349,2022-10-04,1664903504,Charged,b2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,PHP,379.00,0.00,379.00,,,7100,PH,,,4992313473829035528,Yes,,,
GPA.3308-3902-5327-19897,2022-10-04,1664904421,Charged,TB125FU,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,5.99,0.42,6.41,ALTOONA,IA,50009,US,,,4992313473829035528,Yes,,,
