Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate
GPA.3315-8853-5896-45040,2022-07-01,1656686535,Charged,KT107,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.52,8.01,HALLANDALE BEACH,FL,33020,US,,,4992313473829035528,Yes,,,
GPA.3378-1944-8487-50291,2022-07-01,1656694122,Charged,a32x,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,NOK,26.40,6.60,33.00,,,,NO,,,4992313473829035528,Yes,,,
GPA.3387-5474-3291-89981,2022-07-01,1656700790,Charged,x1s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Aracaju,SE,49025390,BR,,,4992313473829035528,Yes,,,
GPA.3359-9401-6664-47327,2022-07-01,1656707930,Charged,b0q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,سعدالعبدالله,,01010,KW,,,4992313473829035528,Yes,,,
GPA.3389-1299-6048-97798,2022-07-01,1656719043,Charged,d2s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,MYR,31.12,1.87,32.99,Bandar Tasik Selatan,,57000,MY,,,4992313473829035528,Yes,,,
GPA.3361-0700-6409-95744,2022-07-02,1656722583,Charged,100011886,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,CITY INDUSTRY,CA,91745,US,,,4992313473829035528,Yes,,,
GPA.3366-4960-3077-32505,2022-07-02,1656723642,Charged,barbet,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,ES,,,4992313473829035528,Yes,,,
GPA.3312-0753-4645-62612,2022-07-02,1656724477,Charged,o1q,Premium Version -  Permanly (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,7.49,0.50,7.99,DUMONT,NJ,07646,US,,,4992313473829035528,Yes,,,
GPA.3305-6781-0166-53483,2022-07-02,1656738452,Charged,r8q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.28,1.21,6.49,,,,IE,,,4992313473829035528,Yes,,,
GPA.3384-4123-0459-09081,2022-07-02,1656742130,Charged,surya,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.95,1.04,5.99,,,,NL,,,4992313473829035528,Yes,,,
GPA.3396-3101-9230-04607,2022-07-02,1656742559,Charged,HWVOG,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,6.14,1.18,7.32,Yaoundé,,,CM,,,4992313473829035528,Yes,,,
GPA.3386-7399-4697-83356,2022-07-02,1656743961,Charged,HWVOG,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.43,0.46,2.89,,,,DE,,,4992313473829035528,Yes,,,
GPA.3372-3133-1160-90840,2022-07-02,1656746104,Charged,star2lte,Remove all ads forever (Big Font: Enlarge font),bigfont.enlargefont.largerfont.changefontsize,inapp,iap_remove_ads_01,TWD,63.00,3.00,66.00,,,10660,TW,,,4992313473829035528,Yes,,,
GPA.3306-0360-2612-79788,2022-07-02,1656748365,Charged,a51,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.49,0.70,4.19,,,,FR,,,4992313473829035528,Yes,,,
GPA.3311-6448-5348-75871,2022-07-02,1656757388,Charged,OnePlus7T,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,Bangalore,Karnataka,560035,IN,,,4992313473829035528,Yes,,,
GPA.3314-1173-2318-78349,2022-07-02,1656760942,Charged,a72q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CHF,2.80,0.00,2.80,Seedorf,,3266,CH,,,4992313473829035528,Yes,,,
GPA.3397-0860-2145-17120,2022-07-02,1656765856,Refund,OP4C4BL1,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,THB,163.55,-11.45,-175.00,อำเภอบางพลี,สมุทรปราการ,10540,TH,,,4992313473829035528,Yes,,,
GPA.3350-3521-7289-53680,2022-07-02,1656768246,Charged,p3s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.26,0.00,7.26,Abidjan,,,CI,,,4992313473829035528,Yes,,,
GPA.3336-8202-7453-23187..5,2022-07-02,1656775483,Charged,,Pro Version -  Monthly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,TRY,38.97,7.02,45.99,Zonguldak,,67020,TR,,,4992313473829035528,Yes,,,
GPA.3349-8320-6205-75615..0,2022-07-02,1656775788,Charged,,Pro Version -  Monthly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.19,4.18,DENVER,CO,80219,US,p1m,,4992313473829035528,Yes,,,
GPA.3333-3512-0113-13466,2022-07-02,1656783706,Charged,m31,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,HYDERABAD,Andhra Pradesh,500007,IN,,,4992313473829035528,Yes,,,
GPA.3321-3494-8020-88168,2022-07-02,1656784475,Charged,Android,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,GBP,5.41,1.08,6.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3343-7786-9035-89621,2022-07-02,1656791851,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.55,8.04,Charlotte,NC,28216,US,,,4992313473829035528,Yes,,,
GPA.3375-1060-5233-78592,2022-07-02,1656792981,Charged,a31, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,,,11461,SA,,,4992313473829035528,Yes,,,
GPA.3345-6130-8937-70774,2022-07-02,1656801087,Charged,ellis,Premium Version -  Permanly (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,7.49,0.00,7.49,TUALATIN,OR,97062,US,,,4992313473829035528,Yes,,,
GPA.3345-9333-6086-77844,2022-07-03,1656807346,Charged,o1q,Premium Version -  Yearly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,5.49,0.37,5.86,GOSHEN,OH,45122,US,p1y,,4992313473829035528,Yes,,,
GPA.3377-9175-3502-97032,2022-07-03,1656826337,Charged,HWMAR,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,MXN,81.90,13.10,95.00,,,82266,MX,,,4992313473829035528,Yes,,,
GPA.3313-3183-3217-10228,2022-07-03,1656832056,Charged,a73xq,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,NZD,4.34,0.65,4.99,,,3015,NZ,,,4992313473829035528,Yes,,,
GPA.3345-2772-9213-57047,2022-07-03,1656833025,Charged,a21s,Premium Version -  Permanly (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,-1.45,1.56,0.11,,,,NL,,,4992313473829035528,Yes,,,
GPA.3395-9444-8112-04325,2022-07-03,1656843907,Charged,galahad,Premium Version -  Yearly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.41,1.08,6.49,,,,FR,p1y,,4992313473829035528,Yes,,,
GPA.3365-2778-9555-27989,2022-07-03,1656852017,Charged,a13x,Pro Version -  Monthly Subscription (Live Wallpaper - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,USD,4.49,0.27,4.76,LAUREL,MD,20707,US,p1m,,4992313473829035528,Yes,,,
GPA.3337-9120-1730-87467,2022-07-03,1656855643,Charged,a72q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.67,0.62,3.29,,,,PT,,,4992313473829035528,Yes,,,
GPA.3399-9628-5327-74387,2022-07-03,1656856140,Charged,d1x,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,KRW,"9,000.00",900.00,"9,900.00",,,17255,KR,,,4992313473829035528,Yes,,,
GPA.3314-0786-5598-03767,2022-07-03,1656860327,Charged,r0q,Premium Version -  Permanly (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,AED,28.56,1.43,29.99,,إمارة دبيّ,,AE,,,4992313473829035528,Yes,,,
GPA.3374-9680-5964-57951,2022-07-03,1656861960,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes,,,
GPA.3382-5323-1185-49213,2022-07-03,1656867893,Charged,OP4C5FL1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,VND,"169,000.00",0.00,"169,000.00",Tay Ninh,TÂY NINH,,VN,,,4992313473829035528,Yes,,,
GPA.3394-6587-5663-49622,2022-07-03,1656870119,Charged,SO-04J,removeads (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,removeads,JPY,310.00,0.00,310.00,,,759-0211,JP,,,4992313473829035528,Yes,,,
GPA.3360-9431-0035-15266,2022-07-03,1656871923,Refund,r8s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,-30.99,Comendador Levy Gasparian,RJ,25870000,BR,,,4992313473829035528,Yes,,,
GPA.3377-6420-2380-37404,2022-07-03,1656885190,Charged,d2s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,730013,SG,,,4992313473829035528,Yes,,,
GPA.3311-9369-6479-80138..4,2022-07-03,1656886994,Charged,,Pro Version -  Monthly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,GBP,2.91,0.58,3.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3351-0340-1234-67369,2022-07-03,1656890607,Charged,gta4xlwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,NL,,,4992313473829035528,Yes,,,
GPA.3367-6520-9467-60888,2022-07-03,1656890921,Charged,beyond2, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes,,,
GPA.3335-0873-5978-03393,2022-07-04,1656900394,Charged,a10,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,6.14,0.00,6.14,González Catán,Buenos Aires,1759,AR,,,4992313473829035528,Yes,,,
GPA.3370-8238-1166-74223,2022-07-04,1656900746,Charged,HNLGE, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,الرياض,,,SA,,,4992313473829035528,Yes,,,
GPA.3383-5661-0823-67833,2022-07-04,1656916726,Charged,P963F60,Pro Version -  Monthly Subscription (Live Wallpaper - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,EUR,3.79,0.80,4.59,,,,ES,p1m,,4992313473829035528,Yes,,,
GPA.3384-4914-8529-99295,2022-07-04,1656918971,Charged,a32, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MYR,27.35,1.64,28.99,,,,MY,,,4992313473829035528,Yes,,,
GPA.3317-0978-6140-28697,2022-07-04,1656922020,Charged,a21s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CLP,"4,454.00",846.00,"5,300.00",,,,CL,,,4992313473829035528,Yes,,,
GPA.3385-7995-4181-52025,2022-07-04,1656926081,Charged,camellian,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,VND,"169,000.00",0.00,"169,000.00",,,100000,VN,,,4992313473829035528,Yes,,,
GPA.3356-5139-1337-85201,2022-07-04,1656927211,Charged,a50,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.52,0.47,5.99,,,,GP,,,4992313473829035528,Yes,,,
GPA.3307-2771-9945-30980,2022-07-04,1656932214,Charged,camellian,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CZK,165.28,34.71,199.99,,,,CZ,,,4992313473829035528,Yes,,,
GPA.3311-9725-5333-96860,2022-07-04,1656933865,Charged,c2s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes,,,
GPA.3347-7580-1721-87983,2022-07-04,1656943543,Charged,a22x, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,09000,MX,,,4992313473829035528,Yes,,,
GPA.3338-0874-6328-58173,2022-07-04,1656944563,Charged,a42xq,Super Sale Pro Version (Crop and Trim Video: Crop Trim),com.volio.cutvideo.trimvideo.cropvideo.videoeditor,inapp,premier.discount,INR,93.22,16.78,110.00,Kannur,Kerala,670651,IN,,,4992313473829035528,Yes,,,
GPA.3396-4420-0795-18141,2022-07-04,1656944695,Charged,a02q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.67,8.16,Harriman,TN,37748,US,,,4992313473829035528,Yes,,,
GPA.3373-1877-3342-11188,2022-07-04,1656945755,Charged,lisbon,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,GBP,2.24,0.45,2.69,,,,GB,,,4992313473829035528,Yes,,,
GPA.3341-4135-4785-07345,2022-07-04,1656948299,Charged,a71,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,EUR,4.43,1.06,5.49,,,,GR,,,4992313473829035528,Yes,,,
GPA.3351-6318-5520-73594,2022-07-04,1656952868,Charged,a7y18lte,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CHF,2.80,0.00,2.80,Niederscherli,,3145,CH,,,4992313473829035528,Yes,,,
GPA.3323-8185-5086-64790,2022-07-04,1656961767,Charged,sweet, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,Zapopan,JAL.,45040,MX,,,4992313473829035528,Yes,,,
GPA.3314-6110-2670-80835,2022-07-04,1656964871,Charged,q2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.60,8.09,Sierra Vista,AZ,85635,US,,,4992313473829035528,Yes,,,
GPA.3382-6510-7884-58880,2022-07-04,1656969192,Charged,r8q,Premium Version -  Yearly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iap1year,GBP,4.57,0.92,5.49,,,,GB,p1y,,4992313473829035528,Yes,,,
GPA.3329-7985-1579-48207,2022-07-04,1656969978,Charged,mmh45lm, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,5230000,CL,,,4992313473829035528,Yes,,,
GPA.3332-4674-4751-69211,2022-07-04,1656972068,Charged,a03,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CAD,3.79,0.49,4.28,Toronto,ON,M4H 1L2,CA,,,4992313473829035528,Yes,,,
GPA.3344-9858-6576-03054,2022-07-04,1656975667,Charged,beyond1,Premium Version -  Permanly (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,7.25,1.74,8.99,,,,FI,,,4992313473829035528,Yes,,,
GPA.3370-3267-7733-20982,2022-07-05,1657000349,Charged,oriole,Premium Version -  Permanly (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,AUD,10.90,1.09,11.99,PEREGIAN SPRINGS,QLD,4573,AU,,,4992313473829035528,Yes,,,
GPA.3306-7788-1357-49220,2022-07-05,1657006705,Charged,OP4EFDL1, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes,,,
GPA.3346-0494-7321-32188,2022-07-05,1657011579,Charged,a22x,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Jamshedpur,Jharkhand,831012,IN,,,4992313473829035528,Yes,,,
GPA.3343-9993-4883-23945,2022-07-05,1657014807,Charged,b0s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,SEK,27.20,6.80,34.00,,,,SE,,,4992313473829035528,Yes,,,
GPA.3365-5723-7606-65792,2022-07-05,1657018512,Charged,z3s,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,AUD,3.90,0.39,4.29,,,2560,AU,,,4992313473829035528,Yes,,,
GPA.3363-0772-1921-26143,2022-07-05,1657018743,Charged,z3q,Premium Version -  Yearly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iap1year,KRW,"7,182.00",718.00,"7,900.00",,,24031,KR,p1y,,4992313473829035528,Yes,,,
GPA.3328-4154-5048-37360,2022-07-05,1657018898,Charged,camellian,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,SGD,4.19,0.29,4.48,,,510103,SG,,,4992313473829035528,Yes,,,
GPA.3354-9237-7237-26224,2022-07-05,1657019223,Charged,sofiar, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.39,0.00,6.39,San Vicente,,,AR,,,4992313473829035528,Yes,,,
GPA.3346-7089-6787-24519,2022-07-05,1657021520,Charged,sofiar, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes,,,
GPA.3391-9249-0911-54551,2022-07-05,1657021681,Charged,lime,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,TRY,53.38,9.61,62.99,Ankara Turkey,,06550,TR,,,4992313473829035528,Yes,,,
GPA.3310-3383-5271-22846,2022-07-05,1657024698,Charged,java,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Florianópolis,SC,88051-432,BR,,,4992313473829035528,Yes,,,
GPA.3318-3669-5245-90643,2022-07-05,1657028824,Charged,d1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,UAH,166.66,33.33,199.99,Підлужжя,,76000,UA,,,4992313473829035528,Yes,,,
GPA.3345-7895-6887-62173,2022-07-05,1657035183,Charged,P932F50, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,92900,MX,,,4992313473829035528,Yes,,,
GPA.3360-7747-1396-96372,2022-07-05,1657037788,Charged,a51,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Haldwani,Uttarakhand,263126,IN,,,4992313473829035528,Yes,,,
GPA.3368-2084-6555-12759..5,2022-07-05,1657043783,Charged,,Pro Version -  Monthly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,3.44,0.65,4.09,,,,DE,,,4992313473829035528,Yes,,,
GPA.3328-3646-5067-78713,2022-07-05,1657044063,Charged,a71, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,0.92,5.49,,,,GB,,,4992313473829035528,Yes,,,
GPA.3304-7068-7151-98487,2022-07-05,1657047590,Charged,jacuzzi_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,AED,27.61,1.38,28.99,,إمارة دبيّ,,AE,,,4992313473829035528,Yes,,,
GPA.3387-2294-6908-81267,2022-07-05,1657052411,Charged,a20s,Premium Version -  Yearly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iap1year,BRL,27.99,0.00,27.99,Belo Horizonte,MG,30460700,BR,p1y,,4992313473829035528,Yes,,,
GPA.3370-0625-1775-21331,2022-07-05,1657054633,Charged,renoir,Premium Version -  Yearly Subscription (Collage Layout Photo Editor),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,5.45,1.04,6.49,,,,DE,p1y,,4992313473829035528,Yes,,,
GPA.3305-9776-6772-67840,2022-07-05,1657055762,Charged,beyond2, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes,,,
