Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible
GPA.3374-4389-1267-41143,2022-04-01,1648818229,Charged,trogdor_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3363-0236-0316-35707,2022-04-01,1648818803,Charged,c2s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,AED,22.85,1.14,23.99,,إمارة الشارقةّ,,AE,,,4992313473829035528,Yes
GPA.3334-6943-3566-75286,2022-04-01,1648827449,Charged,amber,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CLP,"4,454.00",846.00,"5,300.00",,,,CL,,,4992313473829035528,Yes
GPA.3317-1855-6974-22344,2022-04-01,1648830265,Charged,a02, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,,CL,,,4992313473829035528,Yes
GPA.3326-1314-0642-41402,2022-04-01,1648841061,Charged,a51, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes
GPA.3388-6879-4158-96808,2022-04-01,1648851410,Charged,greatlte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MAD,45.83,9.16,54.99,Tanger,,,MA,,,4992313473829035528,Yes
GPA.3336-5225-1070-41944,2022-04-01,1648855320,Charged,a32,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,São Paulo,SP,04142-081,BR,,,4992313473829035528,Yes
GPA.3345-8351-1621-24717,2022-04-01,1648856536,Charged,p3s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.52,0.00,6.52,Posadas,Misiones,N3301,AR,,,4992313473829035528,Yes
GPA.3348-5698-6469-67827,2022-04-02,1648863866,Charged,a51x,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,KRW,"6,818.00",682.00,"7,500.00",창원시,경상남도,630-822,KR,,,4992313473829035528,Yes
GPA.3342-7644-0607-34476,2022-04-02,1648868057,Charged,q2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,670503,SG,,,4992313473829035528,Yes
GPA.3326-8367-9245-48487,2022-04-02,1648883096,Charged,HWLYA,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,AT,,,4992313473829035528,Yes
GPA.3387-4403-6409-53852,2022-04-02,1648886239,Charged,gta8wifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3331-6587-0166-79485,2022-04-02,1648888123,Charged,CPH1909,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,,,,IN,,,4992313473829035528,Yes
GPA.3340-3137-2812-37101,2022-04-02,1648888485,Charged,OnePlus9Pro,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,DKK,20.00,5.00,25.00,,,,DK,,,4992313473829035528,Yes
GPA.3372-3881-9147-38035,2022-04-02,1648888534,Charged,on7xelte,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,VND,"69,000.00",0.00,"69,000.00",,,,VN,,,4992313473829035528,Yes
GPA.3301-2215-4488-24977,2022-04-02,1648893616,Charged,a10s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,0.92,5.49,,,,GB,,,4992313473829035528,Yes
GPA.3395-7291-3823-76553,2022-04-02,1648894138,Charged,b2q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,pune,Maharashtra,411001,IN,,,4992313473829035528,Yes
GPA.3389-5357-9589-51855,2022-04-02,1648896512,Refund,c2s,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,VND,"69,000.00",0.00,"-69,000.00",,,,VN,,,4992313473829035528,Yes
GPA.3373-5013-6374-97090,2022-04-02,1648902379,Charged,q2q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CHF,5.90,0.00,5.90,Zürich,,8002,CH,,,4992313473829035528,Yes
GPA.3348-6711-2039-61061,2022-04-02,1648903886,Charged,YT-X705F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.55,1.44,7.99,,,,SI,,,4992313473829035528,Yes
GPA.3376-7825-5393-36435,2022-04-02,1648905421,Charged,HWLYA,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,JOD,5.30,0.00,5.30,,,,JO,,,4992313473829035528,Yes
GPA.3357-2266-4582-35975,2022-04-02,1648907316,Charged,a21s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3372-0705-6881-15747,2022-04-02,1648910369,Charged,OnePlus8TMO,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.24,3.23,Philadelphia,PA,19124,US,,,4992313473829035528,Yes
GPA.3380-2289-2232-57456,2022-04-02,1648913110,Charged,o1s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,LT,,,4992313473829035528,Yes
GPA.3336-7001-6369-96292,2022-04-02,1648914551,Charged,gta3xlwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CAD,9.49,1.42,10.91,Longueuil,QC,J4T 2B9,CA,,,4992313473829035528,Yes
GPA.3366-2256-2102-20786,2022-04-02,1648914734,Refund,J5-W,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,-0.49,-7.98,Mission,SD,57555,US,,,4992313473829035528,Yes
GPA.3370-9614-1859-62335,2022-04-02,1648918265,Charged,dedede_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,AT,,,4992313473829035528,Yes
GPA.3323-2061-3135-65175,2022-04-02,1648922784,Charged,p3s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EGP,119.99,0.00,119.99,المراغه,,,EG,,,4992313473829035528,Yes
GPA.3306-8869-2354-32337,2022-04-02,1648932915,Charged,tissot_sprout,"Remove all Ads forever (Currency Convert,Exchange Rate)",currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,USD,2.44,0.58,3.02,,,,IS,,,4992313473829035528,Yes
GPA.3354-1149-7735-52739,2022-04-02,1648937079,Charged,SG706SH, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,700.00,0.00,700.00,,,4620841,JP,,,4992313473829035528,Yes
GPA.3376-9278-5464-09432,2022-04-03,1648952227,Charged,gts7fewifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,THB,257.01,17.99,275.00,,,,TH,,,4992313473829035528,Yes
GPA.3308-6954-7416-93215,2022-04-03,1648961097,Charged,a12,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,570134,SG,,,4992313473829035528,Yes
GPA.3366-4333-4197-06289,2022-04-03,1648966410,Charged,HWVOG,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,551223,SG,,,4992313473829035528,Yes
GPA.3309-2047-5236-15968,2022-04-03,1648969513,Charged,o1q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CAD,7.49,0.97,8.46,St-Eugene,ON,K0B 1P0,CA,,,4992313473829035528,Yes
GPA.3365-7440-4696-39504,2022-04-03,1648981387,Charged,o1s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.95,1.04,5.99,,,,NL,,,4992313473829035528,Yes
GPA.3392-7635-1993-42317,2022-04-03,1648989849,Charged,beyond1, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SEK,55.20,13.80,69.00,,,,SE,,,4992313473829035528,Yes
GPA.3386-9809-3697-06502,2022-04-03,1648993934,Charged,maltose, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,,CL,,,4992313473829035528,Yes
GPA.3306-7656-7821-16226,2022-04-03,1648996012,Charged,camellian,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.44,1.55,7.99,,,,GR,,,4992313473829035528,Yes
GPA.3329-9420-3880-56666,2022-04-03,1649007023,Charged,a42xq, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.45,1.04,6.49,,,,DE,,,4992313473829035528,Yes
GPA.3303-3952-9442-67510,2022-04-03,1649011753,Charged,a72q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,6.26,0.00,6.26,Conakry,,,GN,,,4992313473829035528,Yes
GPA.3374-5328-8617-03249,2022-04-04,1649050496,Charged,a52xq,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.72,0.57,3.29,,,,NL,,,4992313473829035528,Yes
GPA.3323-4239-4748-24814,2022-04-04,1649050545,Charged,2109,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,UAH,166.66,33.33,199.99,,,,UA,,,4992313473829035528,Yes
GPA.3357-8038-1429-83783,2022-04-04,1649053444,Charged,HWJKM-H,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.40,0.00,7.40,Fantino,,43000,DO,,,4992313473829035528,Yes
GPA.3386-7939-8697-76873,2022-04-04,1649057977,Refund,BGT_sprout, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AED,23.80,-1.19,-24.99,,إمارة دبيّ,,AE,,,4992313473829035528,Yes
GPA.3306-3249-1688-20777,2022-04-04,1649062750,Charged,a03, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,NL,,,4992313473829035528,Yes
GPA.3382-2561-5093-26621,2022-04-04,1649079257,Charged,java, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,,CL,,,4992313473829035528,Yes
GPA.3317-8659-5681-47492,2022-04-04,1649079453,Charged,b0q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,680248,SG,,,4992313473829035528,Yes
GPA.3313-9179-2870-06335,2022-04-04,1649082842,Charged,dreamlte, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,0.92,5.49,,,,GB,,,4992313473829035528,Yes
GPA.3342-0590-1874-57143,2022-04-04,1649084062,Charged,b0s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.44,1.55,7.99,,,,GR,,,4992313473829035528,Yes
GPA.3374-5289-5755-91993,2022-04-04,1649085689,Charged,lima,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Gaúcha do Norte,MT,78875000,BR,,,4992313473829035528,Yes
GPA.3377-5496-5945-05012,2022-04-04,1649085797,Charged,c1s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,ILS,23.00,0.00,23.00,,,,IL,,,4992313473829035528,Yes
GPA.3312-7849-1151-48606,2022-04-04,1649086708,Charged,gts8u,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,MAD,57.49,11.50,68.99,Casablanca,,,MA,,,4992313473829035528,Yes
GPA.3392-9686-6493-00908,2022-04-04,1649093060,Charged,a50, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,NL,,,4992313473829035528,Yes
GPA.3351-1699-6015-33849,2022-04-04,1649097508,Charged,gta4xlwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3392-2831-1960-46773,2022-04-04,1649097990,Charged,a52sxq,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Geroldswil,,8954,CH,,,4992313473829035528,Yes
GPA.3318-1541-1180-82912,2022-04-04,1649098258,Charged,karna,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Governador Valadares,MG,35020220,BR,,,4992313473829035528,Yes
GPA.3319-7592-4457-90602,2022-04-04,1649100302,Charged,r8q,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes
GPA.3337-8917-1328-39068,2022-04-04,1649100474,Charged,a12s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3319-0082-5132-55320,2022-04-04,1649108216,Charged,HWMAR,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CZK,165.28,34.71,199.99,,,,CZ,,,4992313473829035528,Yes
GPA.3388-6879-4158-96808,2022-04-04,1649111211,Refund,greatlte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MAD,45.83,-9.16,-54.99,Tanger,,,MA,,,4992313473829035528,Yes
GPA.3345-8351-1621-24717,2022-04-04,1649116336,Refund,p3s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.52,0.00,-6.52,Posadas,Misiones,N3301,AR,,,4992313473829035528,Yes
GPA.3379-5520-6407-51228,2022-04-05,1649122788,Charged,gta8wifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CLP,"6,050.00","1,150.00","7,200.00","Santiago de Chile, Chile",,7550000,CL,,,4992313473829035528,Yes
GPA.3386-4479-0905-90370,2022-04-05,1649127587,Charged,a22,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,PEN,23.99,0.00,23.99,San Martin De Porres,LIMA,LIMA 31,PE,,,4992313473829035528,Yes
GPA.3376-0648-0816-29425,2022-04-05,1649138297,Charged,c1s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,HUF,"1,961.00",529.00,"2,490.00",,,,HU,,,4992313473829035528,Yes
GPA.3310-9660-3177-42468,2022-04-05,1649145699,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3331-6587-0166-79485,2022-04-05,1649147923,Refund,CPH1909,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,-83.90,-550.00,,,,IN,,,4992313473829035528,Yes
GPA.3398-8237-3288-74787..0,2022-04-05,1649153071,Charged,,Pro Version -  Monthly Subscription (Live Wallpaper - 3D Wallpaper),com.livewallpaper3D.cool.wallpapers.free.wallpaper4K.parallax,subscription,iapmonthly,HUF,"1,338.00",361.00,"1,699.00",,,,HU,,,4992313473829035528,Yes
GPA.3353-7495-9254-21276,2022-04-05,1649153665,Charged,X104-EEA,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes
GPA.3356-1244-1545-22672,2022-04-05,1649158578,Charged,CatS61,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes
GPA.3301-9965-7056-03064,2022-04-05,1649158960,Charged,a71xq,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.00,2.99,VENTURA,CA,93001,US,,,4992313473829035528,Yes
GPA.3397-0151-2863-25590,2022-04-05,1649162496,Charged,HWLYA,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,PKR,690.00,0.00,690.00,Rawalpindi,,,PK,,,4992313473829035528,Yes
GPA.3302-6538-7710-35715,2022-04-05,1649164565,Charged,joyeuse,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,RON,32.76,6.23,38.99,,,,RO,,,4992313473829035528,Yes
GPA.3358-1303-3863-12245,2022-04-05,1649167553,Charged,r8q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,NL,,,4992313473829035528,Yes
GPA.3372-5799-0320-61316,2022-04-05,1649167956,Charged,OP4C2DL1,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.99,1.00,5.99,,,,FR,,,4992313473829035528,Yes
GPA.3309-1160-6249-35370,2022-04-05,1649174768,Charged,j7velte,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,K R Pete Mandy,Karnataka,571605,IN,,,4992313473829035528,Yes
GPA.3379-1592-2921-00516,2022-04-05,1649179141,Charged,beyond0,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes
GPA.3376-8954-5152-68322,2022-04-05,1649180880,Charged,a40,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,EUR,3.49,0.70,4.19,,,,SK,,,4992313473829035528,Yes
GPA.3346-8045-0376-74520,2022-04-05,1649185047,Charged,Adronix MT116,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,UAH,124.99,25.00,149.99,,,,UA,,,4992313473829035528,Yes
GPA.3357-8813-9169-46499,2022-04-05,1649186664,Charged,p3s,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,SEK,76.00,19.00,95.00,,,,SE,,,4992313473829035528,Yes
GPA.3333-9644-3977-86380,2022-04-05,1649186673,Charged,sweet,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,7.43,1.56,8.99,,,,BE,,,4992313473829035528,Yes
GPA.3337-5326-9288-62033,2022-04-05,1649187295,Charged,S5,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,CHF,2.80,0.00,2.80,Winterthur,,8404,CH,,,4992313473829035528,Yes
GPA.3320-4404-6607-52960,2022-04-05,1649187726,Charged,laurel_sprout,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,HUF,"2,440.00",659.00,"3,099.00",,,,HU,,,4992313473829035528,Yes
GPA.3372-5958-3886-56215,2022-04-05,1649188356,Charged,starlte, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3359-7249-2158-14397,2022-04-05,1649192425,Charged,crownlte, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
