Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible
GPA.3377-6827-4676-28672,2022-04-08,1649430611,Charged,x1q,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,CAD,3.79,0.49,4.28,Scarborough,ON,M1J2C8,CA,,,4992313473829035528,Yes
GPA.3329-6540-0051-51862,2022-04-08,1649431878,Charged,m51,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Iguatu,CE,63514000,BR,,,4992313473829035528,Yes
GPA.3371-1008-7659-91032,2022-04-08,1649434697,Charged,r8q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.99,1.00,5.99,,,,FR,,,4992313473829035528,Yes
GPA.3398-1163-1942-16385,2022-04-08,1649435795,Charged,r0s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Berneck,,9442,CH,,,4992313473829035528,Yes
GPA.3377-8282-0776-54197,2022-04-08,1649438561,Charged,P2Lite,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,EUR,2.43,0.46,2.89,,,,DE,,,4992313473829035528,Yes
GPA.3328-8181-2894-44863,2022-04-08,1649444124,Charged,dreamlte,Premium Version Forever - Special Season Sale (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,iapevent,EUR,4.95,1.04,5.99,,,,BE,,,4992313473829035528,Yes
GPA.3332-7185-5724-22889,2022-04-08,1649449894,Charged,dream2lte, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,72570,MX,,,4992313473829035528,Yes
GPA.3322-6643-3198-64168..4,2022-04-08,1649451623,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,EUR,3.41,0.68,4.09,,,,FR,,,4992313473829035528,Yes
GPA.3307-9308-2263-62883,2022-04-08,1649452630,Charged,camellian,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,GBP,5.24,1.25,6.49,,,,GB,,,4992313473829035528,Yes
GPA.3353-7129-2229-00182,2022-04-08,1649456970,Charged,a50,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,AUD,5.45,0.54,5.99,Blacktown,NSW,2148,AU,,,4992313473829035528,Yes
GPA.3394-7722-6543-31271,2022-04-08,1649457223,Charged,beyond2,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,GBP,2.91,0.58,3.49,,,,GB,,,4992313473829035528,Yes
GPA.3321-7133-0884-21076,2022-04-08,1649458404,Charged,a22x,"Super Sale Pro Version (Crop and Trim Video,Video Crop)",com.volio.cutvideo.trimvideo.cropvideo.videoeditor,inapp,premier.discount,GBP,0.91,0.18,1.09,,,,GB,,,4992313473829035528,Yes
GPA.3318-2297-0616-07047..6,2022-04-08,1649461954,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.30,4.29,EDINA,MN,55416,US,,,4992313473829035528,Yes
GPA.3335-5455-5391-90573,2022-04-09,1649467916,Charged,a30,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,PHP,295.00,0.00,295.00,Bambang,,3702,PH,,,4992313473829035528,Yes
GPA.3309-8629-8670-13186,2022-04-09,1649473732,Charged,c2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.45,7.94,Canton,MI,48187,US,,,4992313473829035528,Yes
GPA.3345-6810-9934-54425,2022-04-09,1649493038,Charged,a02,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,VND,"69,000.00",0.00,"69,000.00",,,,VN,,,4992313473829035528,Yes
GPA.3382-2412-1885-64855,2022-04-09,1649493059,Refund,r9q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,DKK,47.20,-11.80,-59.00,,,,DK,,,4992313473829035528,Yes
GPA.3385-8801-2959-53761,2022-04-09,1649496572,Charged,c1s,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,THB,111.21,7.79,119.00,ห้วยขวาง,กรุงเทพมหานคร,10310,TH,,,4992313473829035528,Yes
GPA.3357-7310-3036-90124,2022-04-09,1649496721,Charged,r8q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,ILS,23.00,0.00,23.00,,,,IL,,,4992313473829035528,Yes
GPA.3376-7205-5096-43010,2022-04-09,1649496940,Charged,greatlte,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,IDR,"75,000.00","8,250.00","83,250.00",Madiun,JAWA TIMUR,,ID,,,4992313473829035528,Yes
GPA.3398-9533-8125-66861,2022-04-09,1649496963,Charged,b2q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes
GPA.3348-7512-4373-79509,2022-04-09,1649497523,Refund,hana_cheets, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,-0.60,-7.09,OOLTEWAH,TN,37363,US,,,4992313473829035528,Yes
GPA.3311-4852-1315-17653,2022-04-09,1649498460,Charged,q2q,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,IDR,"119,000.00","13,090.00","132,090.00",Jayapurapapua,Papua,99911,ID,,,4992313473829035528,Yes
GPA.3392-1037-0868-01272,2022-04-09,1649500658,Charged,b0q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,Jeddah,,21468,SA,,,4992313473829035528,Yes
GPA.3304-7866-5565-72962,2022-04-09,1649503799,Charged,r9q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.99,1.00,5.99,,,,FR,,,4992313473829035528,Yes
GPA.3370-8678-8222-70554,2022-04-09,1649504643,Charged,jacuzzi_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,GBP,5.41,1.08,6.49,,,,GB,,,4992313473829035528,Yes
GPA.3315-4165-3504-66833,2022-04-09,1649510093,Charged,HWMAR,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,GBP,3.91,0.78,4.69,,,,GB,p1y,,4992313473829035528,Yes
GPA.3379-7707-1351-14887,2022-04-09,1649511821,Charged,a12,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,SAR,14.77,2.22,16.99,,,,SA,,,4992313473829035528,Yes
GPA.3324-9214-6362-69730,2022-04-09,1649511989,Charged,1909,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,,,,IN,,,4992313473829035528,Yes
GPA.3320-7642-3608-82885,2022-04-09,1649516643,Charged,r8q,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.68,0.51,3.19,,,,DE,,,4992313473829035528,Yes
GPA.3339-9077-9114-35763,2022-04-09,1649527971,Charged,crownlte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,SAR,23.47,3.52,26.99,makkah,,,SA,,,4992313473829035528,Yes
GPA.3389-6698-7938-43649..3,2022-04-09,1649531597,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,DKK,25.60,6.40,32.00,,,,DK,,,4992313473829035528,Yes
GPA.3389-3900-0528-74996,2022-04-09,1649541139,Charged,kukui_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,NOK,68.00,17.00,85.00,,,,NO,,,4992313473829035528,Yes
GPA.3314-1626-8614-37946,2022-04-09,1649547755,Charged,j8y18lte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,COP,"22,500.00",0.00,"22,500.00",,,,CO,,,4992313473829035528,Yes
GPA.3309-9651-8330-38575,2022-04-10,1649551305,Charged,x1q,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.24,4.23,GLADSTONE,MI,49837,US,p1m,,4992313473829035528,Yes
GPA.3364-2956-5133-37645,2022-04-10,1649551566,Charged,t2q,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,4.99,0.36,5.35,DUMAS,TX,79029,US,p1y,,4992313473829035528,Yes
GPA.3380-0112-9592-60832,2022-04-10,1649571492,Charged,OnePlus8T,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,Delhi,Delhi,110068,IN,,,4992313473829035528,Yes
GPA.3363-7579-4955-68180,2022-04-10,1649574773,Charged,a52q,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.89,0.00,3.89,Suvs,,,FJ,,,4992313473829035528,Yes
GPA.3399-4199-8792-67948,2022-04-10,1649577393,Charged,mid8011,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,USD,2.99,0.22,3.21,Chattahoochee,FL,32324,US,,,4992313473829035528,Yes
GPA.3351-6686-4118-07063,2022-04-10,1649577730,Charged,p3s,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,GBP,6.24,1.25,7.49,,,,GB,,,4992313473829035528,Yes
GPA.3345-8473-4454-09966,2022-04-10,1649583591,Charged,X606F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CZK,165.28,34.71,199.99,,,,CZ,,,4992313473829035528,Yes
GPA.3377-0286-0942-89240,2022-04-10,1649586465,Charged,a32,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Campinas,SP,13024040,BR,,,4992313473829035528,Yes
GPA.3310-8142-1721-55427,2022-04-10,1649592810,Charged,gts7xlwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,AUD,9.99,1.00,10.99,Perth WA,WA,6031,AU,,,4992313473829035528,Yes
GPA.3393-2391-8131-21151,2022-04-10,1649593195,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3385-5213-4699-60592,2022-04-10,1649600931,Charged,gts8u,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Zürich,,8057,CH,,,4992313473829035528,Yes
GPA.3379-2339-2514-82964,2022-04-10,1649601984,Charged,TB-X505F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,GBP,5.41,1.08,6.49,,,,GB,,,4992313473829035528,Yes
GPA.3317-6250-0769-37839,2022-04-10,1649603084,Charged,x1q,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.21,3.20,STARKE,FL,32091,US,,,4992313473829035528,Yes
GPA.3383-5917-4134-98907,2022-04-10,1649604773,Charged,t2s,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.72,0.57,3.29,,,,NL,,,4992313473829035528,Yes
GPA.3354-0656-6347-19664,2022-04-10,1649605437,Charged,b2q,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,SEK,34.40,8.60,43.00,,,,SE,p1m,,4992313473829035528,Yes
GPA.3386-7783-9901-96552,2022-04-10,1649605737,Charged,Seattle_5G,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,4.99,0.00,4.99,Sacramento,CA,95823,US,p1y,,4992313473829035528,Yes
GPA.3303-0263-4040-39485,2022-04-10,1649610145,Charged,dream2lte,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.43,0.46,2.89,,,,DE,,,4992313473829035528,Yes
GPA.3384-0444-4491-27218,2022-04-10,1649611290,Charged,p3s,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,GBP,3.91,0.78,4.69,,,,GB,p1y,,4992313473829035528,Yes
GPA.3308-7371-7319-13981,2022-04-10,1649618985,Refund,a32,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,TRY,55.08,-9.91,-64.99,istanbul/tuzla,,34940,TR,,,4992313473829035528,Yes
GPA.3308-5298-7989-13227,2022-04-10,1649619909,Charged,dedede_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.55,1.44,7.99,,,,IT,,,4992313473829035528,Yes
GPA.3330-1597-2672-85124,2022-04-10,1649620247,Charged,XQ-BT52,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SEK,68.00,17.00,85.00,,,,SE,,,4992313473829035528,Yes
GPA.3358-0264-3625-33000,2022-04-10,1649621583,Charged,OnePlusN200TMO,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.25,3.24,HOUSTON,TX,77088,US,,,4992313473829035528,Yes
GPA.3328-8352-0729-48523,2022-04-10,1649623879,Charged,r0q,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,USD,5.49,0.50,5.99,KENNER,LA,70062,US,,,4992313473829035528,Yes
GPA.3320-8598-2946-23428,2022-04-10,1649626505,Refund,octopus_cheets,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,USD,5.49,-0.38,-5.87,punta gorda,FL,33950,US,,,4992313473829035528,Yes
GPA.3328-3899-4802-39941,2022-04-10,1649630628,Charged,b0q,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,4.99,0.30,5.29,Grand Rapids,MI,49505,US,p1y,,4992313473829035528,Yes
GPA.3304-7045-9474-68198,2022-04-10,1649631990,Charged,a50, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3370-7957-5563-85636,2022-04-10,1649633432,Refund,troika_sprout,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,BRL,19.99,0.00,-19.99,São Paulo,SP,02815050,BR,,,4992313473829035528,Yes
GPA.3338-7639-8380-27718,2022-04-11,1649636662,Charged,a20e, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,6.49,0.00,6.49,,,,GF,,,4992313473829035528,Yes
GPA.3323-1657-3039-21639,2022-04-11,1649638737,Charged,ASUS_I003_1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,730318,SG,,,4992313473829035528,Yes
GPA.3396-2792-7169-08025,2022-04-11,1649652622,Charged,a71,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,VND,"69,000.00",0.00,"69,000.00",,,10000,VN,,,4992313473829035528,Yes
GPA.3345-8261-8662-58472,2022-04-11,1649659606,Refund,HWDRA-MG, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",-958.00,"-6,000.00",,,8320000,CL,,,4992313473829035528,Yes
GPA.3347-2146-0023-21284,2022-04-11,1649663608,Refund,OP515BL1,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.72,-0.57,-3.29,,,,BE,,,4992313473829035528,Yes
GPA.3346-6468-2707-08946,2022-04-11,1649665410,Charged,a22x,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,Amritsar,Punjab,143108,IN,,,4992313473829035528,Yes
GPA.3342-3361-2812-59772,2022-04-11,1649665694,Charged,r8q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,ILS,23.00,0.00,23.00,Kiryat Yam,,,IL,,,4992313473829035528,Yes
GPA.3311-3459-3650-43842,2022-04-11,1649669171,Charged,OnePlus9,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,Coimbatore,Tamil Nadu,641103,IN,,,4992313473829035528,Yes
GPA.3376-6271-2856-34555,2022-04-11,1649670371,Charged,X606X,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.55,1.44,7.99,,,,IT,,,4992313473829035528,Yes
GPA.3318-8012-7552-29653,2022-04-11,1649670654,Charged,HWCMR09,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes
GPA.3380-0367-5641-10585,2022-04-11,1649677614,Charged,g0q,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,THB,163.55,11.45,175.00,,,11120,TH,p1y,,4992313473829035528,Yes
GPA.3359-7832-2096-75073,2022-04-11,1649680009,Charged,a52xq,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,CAD,9.99,1.30,11.29,Oakville,ON,L6H 7H2,CA,,,4992313473829035528,Yes
GPA.3380-7253-0134-11130,2022-04-11,1649680982,Charged,F01L, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,700.00,0.00,700.00,,,9502022,JP,,,4992313473829035528,Yes
GPA.3364-2118-3955-87897,2022-04-11,1649684390,Charged,a12, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",Viña Del Mar,V REGIÓN DE VALPARAÍSO,2520000,CL,,,4992313473829035528,Yes
GPA.3362-3865-5772-30452,2022-04-11,1649684721,Charged,mmh55lm,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Rio de Janeiro,RJ,21220-290,BR,,,4992313473829035528,Yes
GPA.3398-8774-8500-32899,2022-04-11,1649684791,Charged,q2q,Buy remove Ads and Compass themes forever (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,iapforever,NOK,26.40,6.60,33.00,,,,NO,,,4992313473829035528,Yes
GPA.3324-0515-9613-28852,2022-04-11,1649685634,Charged,m31,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,IDR,"75,000.00","8,250.00","83,250.00",Surabaya,JAWA TIMUR,60285,ID,,,4992313473829035528,Yes
GPA.3356-3754-8841-61508,2022-04-11,1649686225,Charged,a03s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Rio de Janeiro,RJ,20241-180,BR,,,4992313473829035528,Yes
GPA.3317-8094-0886-02115,2022-04-11,1649688165,Charged,OP4F83L1,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,CHF,7.60,0.00,7.60,Kriens,,6010,CH,,,4992313473829035528,Yes
GPA.3368-9768-7785-48479,2022-04-11,1649692022,Charged,OP4B9B, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,NL,,,4992313473829035528,Yes
GPA.3364-7939-3264-49773,2022-04-11,1649692836,Charged,a50, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes
GPA.3393-4244-1410-22776,2022-04-11,1649692928,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.23,7.72,Colorado Springs,CO,80916,US,,,4992313473829035528,Yes
GPA.3349-6497-4691-81769,2022-04-11,1649699143,Charged,p3s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,KES,862.07,137.93,"1,000.00",,,30500,KE,,,4992313473829035528,Yes
GPA.3344-4915-1176-72438,2022-04-11,1649702237,Charged,a6lte, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes
GPA.3332-1320-6984-34983..3,2022-04-11,1649702750,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,IDR,"56,000.00","6,160.00","62,160.00",,,14240,ID,,,4992313473829035528,Yes
GPA.3311-6132-2925-19539,2022-04-11,1649703032,Charged,m216n, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3308-7154-2334-19803,2022-04-11,1649703587,Charged,b2q,Premium Version Forever - Special Season Sale (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,iapevent,EUR,4.95,1.04,5.99,,,,NL,,,4992313473829035528,Yes
GPA.3320-7207-5005-01309,2022-04-11,1649707669,Charged,a12, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AUD,8.63,0.86,9.49,,,4865,AU,,,4992313473829035528,Yes
GPA.3316-6657-1907-01673,2022-04-11,1649712607,Charged,XQ-BT52,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,TWD,210.00,10.00,220.00,汐止區,新北市,221,TW,,,4992313473829035528,Yes
GPA.3394-7722-6543-31271,2022-04-11,1649717023,Refund,beyond2,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,GBP,2.91,-0.58,-3.49,,,,GB,,,4992313473829035528,Yes
GPA.3305-1336-0948-11786,2022-04-11,1649718817,Charged,begonia, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.28,1.21,6.49,,,,PT,,,4992313473829035528,Yes
GPA.3302-7433-3492-23207,2022-04-11,1649719257,Charged,sunny,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,PEN,23.99,0.00,23.99,Parcas,,,PE,,,4992313473829035528,Yes
GPA.3344-0524-1654-87290,2022-04-12,1649721687,Charged,KX20,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,761510,SG,,,4992313473829035528,Yes
GPA.3370-6794-3937-25060,2022-04-12,1649727170,Charged,vili, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,COP,"25,500.00",0.00,"25,500.00",BOGOTA,,,CO,,,4992313473829035528,Yes
GPA.3366-9200-9756-94486,2022-04-12,1649743589,Charged,begonia,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,HKD,39.90,0.00,39.90,將軍澳,新界,,HK,,,4992313473829035528,Yes
