Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID
GPA.3358-7668-5186-35591,2022-03-01,1646157354,Charged,a32, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,8340518,CL,,
GPA.3388-2751-4267-12166,2022-03-01,1646162267,Charged,meh35lm, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,23477,MX,,
GPA.3378-3813-4412-73484,2022-03-01,1646163052,Refund,gts7xllite,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,-0.72,-10.98,,,730648,SG,,
GPA.3350-4932-5918-39999,2022-03-01,1646173750,Charged,r7, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,Morelia,MICH.,58095,MX,,
GPA.3302-7730-5473-09838,2022-03-02,1646188171,Charged,p3s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MYR,27.35,1.64,28.99,,,40150,MY,,
GPA.3313-7107-7731-56489,2022-03-02,1646188860,Charged,gtexswifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Farvagny,,1726,CH,,
GPA.3327-1991-0897-55889,2022-03-02,1646202770,Charged,galahad,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,BE,,
GPA.3366-8946-9155-48188,2022-03-02,1646214868,Charged,HWVOG,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.95,1.04,5.99,,,,ES,,
GPA.3353-3598-2164-12079,2022-03-02,1646214929,Charged,m52xq, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AED,23.80,1.19,24.99,,عجمان,,AE,,
GPA.3336-0859-0003-37667,2022-03-02,1646226437,Charged,greatlte,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,VND,"139,000.00",0.00,"139,000.00",Hanoi,HÀ TÂY,,VN,,
GPA.3355-0394-9224-09576,2022-03-02,1646230585,Charged,p3q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CAD,7.49,1.12,8.61,Saint-Jean-Port-Joli,QC,G0R 3G0,CA,,
GPA.3328-0947-6113-11925,2022-03-02,1646233890,Charged,gts7xllite,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,ZAR,117.38,17.61,134.99,Cape Town,,7493,ZA,,
GPA.3398-3706-3451-86759,2022-03-02,1646234997,Charged,nabu,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.55,1.44,7.99,,,,IT,,
GPA.3374-3312-4130-18814,2022-03-02,1646237446,Charged,beyond2, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,
GPA.3399-1667-6555-48519,2022-03-02,1646239130,Charged,begonia,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,TRY,53.38,9.61,62.99,,,,TR,,
GPA.3343-1412-5914-35264,2022-03-02,1646239826,Charged,doha,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Lago da Pedra,MA,65715000,BR,,
GPA.3398-2037-9215-90487,2022-03-02,1646243356,Charged,p3s,removeads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,ILS,9.90,0.00,9.90,,,,IL,,
GPA.3307-1699-6620-50687,2022-03-02,1646251651,Charged,parker,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,MXN,56.03,8.97,65.00,,,52180,MX,,
GPA.3358-4176-3088-96403,2022-03-02,1646252170,Charged,dream2lte,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,SAR,23.47,3.52,26.99,,,,SA,,
GPA.3305-2674-1308-57290,2022-03-02,1646254991,Charged,coreprimevelte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,0.92,5.49,,,,GB,,
GPA.3366-5144-1874-40955,2022-03-02,1646258680,Charged,a52sxq,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,GBP,4.57,0.92,5.49,,,,GB,,
GPA.3315-4993-9886-90519,2022-03-02,1646258777,Charged,HWLYA, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,NOK,55.20,13.80,69.00,,,,NO,,
GPA.3300-5112-7038-07780,2022-03-02,1646259541,Charged,BGT_sprout,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Kandersteg,,3718,CH,,
GPA.3339-3196-0396-74078,2022-03-03,1646269978,Charged,OP515BL1,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.99,1.00,5.99,,,,FR,,
GPA.3305-4363-9807-21491,2022-03-03,1646285333,Charged,Sunshine_T1_Elite, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.00,6.49,LANCASTER,CA,93534,US,,
GPA.3397-9555-4183-63725,2022-03-03,1646286491,Charged,hanoip,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,MXN,56.03,8.97,65.00,,,55790,MX,,
GPA.3368-7144-6005-60617,2022-03-03,1646294560,Charged,b2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,ANAHEIM,CA,92802,US,,
GPA.3302-1219-6331-71020,2022-03-03,1646301063,Charged,p3s,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,USD,6.18,0.31,6.49,Muscat Oman,,111,OM,,
GPA.3332-9427-7648-12921,2022-03-03,1646302333,Charged,merlinnfc, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,
GPA.3319-0809-2998-64508,2022-03-03,1646306377,Charged,a02,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,MYR,25.46,1.53,26.99,,,31400,MY,,
GPA.3335-3551-6289-77046,2022-03-03,1646308040,Charged,j4primelte,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.50,1.49,7.99,,,,PT,,
GPA.3344-2794-8451-68192,2022-03-03,1646319465,Charged,galahad,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,RUB,575.00,115.00,690.00,Теляшево,Республика Башкортостан,452561,RU,,
GPA.3389-5541-4662-45219,2022-03-03,1646320791,Charged,star2qltechn, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",Lo Barnechea,REGIÓN METROPOLITANA,7690000,CL,,
GPA.3345-5504-2798-75039,2022-03-03,1646321054,Charged,d1,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,INR,466.10,83.90,550.00,Mumbai,Maharashtra,400080,IN,,
GPA.3305-5635-3966-77771,2022-03-03,1646323626,Charged,r8s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ZAR,91.30,13.69,104.99,Farrarmere,,1518,ZA,,
GPA.3380-8215-4330-39240,2022-03-03,1646329082,Charged,a20,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Dourados,MS,79823480,BR,,
GPA.3381-4277-0061-87418,2022-03-03,1646329671,Charged,a52q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Lausanne,,1018,CH,,
GPA.3332-0049-7980-43455,2022-03-03,1646336551,Charged,TECNO-BA2,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,GHS,45.00,7.88,52.88,Accra,,,GH,,
GPA.3334-0106-0348-80914,2022-03-03,1646337995,Charged,c2q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,5.99,0.42,6.41,PROVIDENCE,RI,02906,US,,
GPA.3313-6518-1183-95704,2022-03-03,1646338118,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,
GPA.3325-0736-2475-13901,2022-03-03,1646339030,Charged,joyeuse,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,6.26,1.25,7.51,Tirane,,,AL,,
GPA.3395-3250-9612-23516,2022-03-03,1646341294,Charged,r8q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Salvador,BA,41830380,BR,,
GPA.3337-2319-1548-14577,2022-03-03,1646342454,Charged,beyond0q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,5.99,0.69,6.68,Vega Alta,,00692,PR,,
GPA.3396-5750-4457-00370,2022-03-03,1646346801,Charged,liber,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,BRL,33.99,0.00,33.99,Rio de Janeiro,RJ,21061-050,BR,,
GPA.3354-5925-6558-95031,2022-03-04,1646352404,Charged,gta8wifi, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.28,1.21,6.49,,,,PT,,
GPA.3330-7742-1573-53107,2022-03-04,1646358333,Charged,vili,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,COP,"29,000.00",0.00,"29,000.00",,CASANARE,,CO,,
GPA.3332-6456-6408-85448,2022-03-04,1646362422,Charged,a32x, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.98,0.51,6.49,,,,GP,,
GPA.3374-7304-9947-62616,2022-03-04,1646373932,Charged,V620A,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,VND,"143,000.00",0.00,"143,000.00",,,,VN,,
GPA.3301-4491-5742-29747,2022-03-04,1646381599,Charged,a12, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,iapevent,CLP,"3,109.00",591.00,"3,700.00",,,,CL,,
GPA.3317-1187-8874-36873,2022-03-04,1646386486,Refund,J606F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,-1.33,-7.99,,,,FR,,
GPA.3309-5854-9061-77218,2022-03-04,1646388549,Charged,a52sxq, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CZK,140.49,29.50,169.99,,,,CZ,,
GPA.3364-1824-4344-85227,2022-03-04,1646390580,Charged,surya, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,BRL,33.99,0.00,33.99,Araraquara,SP,14807295,BR,,
GPA.3368-7906-9660-66910,2022-03-04,1646391049,Charged,a21s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,
GPA.3345-6871-4354-25494,2022-03-04,1646391458,Charged,a50,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,EUR,5.36,1.13,6.49,,,,NL,,
GPA.3319-3679-1784-02703,2022-03-04,1646392601,Charged,gts7lwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.61,0.38,7.99,Muscat,,119,OM,,
GPA.3344-2794-8451-68192,2022-03-04,1646393202,Refund,galahad,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,RUB,575.00,-115.00,-690.00,Теляшево,Республика Башкортостан,452561,RU,,
GPA.3381-1999-8410-64983,2022-03-04,1646398594,Charged,d2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,TZS,"17,000.00",0.00,"17,000.00",Ruvum Songea,,,TZ,,
GPA.3321-6836-2779-11005,2022-03-04,1646402641,Charged,a6lte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,RON,26.88,5.11,31.99,,,,RO,,
GPA.3343-4686-0794-54332,2022-03-04,1646403656,Charged,r8q, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,
GPA.3301-1346-3692-31656,2022-03-04,1646408926,Charged,a71, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,1100000,CL,,
GPA.3322-3621-2403-55821,2022-03-04,1646410415,Charged,J606F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,RUB,575.00,115.00,690.00,Кудымкар,Пермский край,619000,RU,,
GPA.3362-5201-0257-98993,2022-03-04,1646410632,Charged,HWYAL,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,EUR,5.36,1.13,6.49,,,,NL,,
GPA.3314-8685-8547-21781,2022-03-04,1646411999,Charged,beyond0,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CLP,"4,454.00",846.00,"5,300.00",,,,CL,,
GPA.3300-1546-9599-46478,2022-03-04,1646412559,Charged,OnePlus9Pro,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CZK,165.28,34.71,199.99,,,,CZ,,
GPA.3351-5192-0564-17254,2022-03-04,1646413537,Charged,sweet,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,
GPA.3358-1754-9885-83075,2022-03-04,1646418904,Charged,gts210ltecan,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CAD,9.49,1.42,10.91,Saint-Constant,QC,J5A 1B3,CA,,
GPA.3386-4320-5833-78509,2022-03-04,1646421377,Charged,kiev,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Salvador,BA,41620560,BR,,
GPA.3399-2276-2844-70487,2022-03-04,1646421519,Charged,gta4xlwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,BE,,
GPA.3395-8209-2022-38677,2022-03-04,1646424769,Charged,HWCLT,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,
GPA.3354-8103-9988-52516,2022-03-04,1646438040,Charged,HWELS, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.28,1.21,6.49,,,,PT,,
GPA.3305-9936-8248-23487,2022-03-05,1646446762,Charged,A001SO,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,JPY,680.00,0.00,680.00,,,5798035,JP,,
GPA.3363-8230-8181-75164,2022-03-05,1646454250,Charged,A1601,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,VND,"69,000.00",0.00,"69,000.00",Hải Dương,HẢI DƯƠNG,100000,VN,,
GPA.3305-3971-2457-91342,2022-03-05,1646458760,Charged,2027,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,048580,SG,,
GPA.3312-9204-3978-14106,2022-03-05,1646462519,Charged,YT-X705L,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,HUF,"2,440.00",659.00,"3,099.00",,,,HU,,
GPA.3380-6570-7789-32278,2022-03-05,1646469238,Charged,b2q, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MYR,27.35,1.64,28.99,SUNGAI BULOH,SELANGOR,47000,MY,,
GPA.3366-8946-9155-48188,2022-03-05,1646474666,Refund,HWVOG,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,4.95,-1.04,-5.99,,,,ES,,
GPA.3324-8318-3117-62181,2022-03-05,1646480169,Charged,c2s, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,INR,466.10,83.90,550.00,Mumbai,Maharashtra,400053,IN,,
GPA.3386-0936-1133-10606,2022-03-05,1646487805,Charged,a31,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,RUB,575.00,115.00,690.00,Новосибирск,Новосибирская область,630047,RU,,
GPA.3329-9739-9181-37475,2022-03-05,1646491625,Charged,HWMAR,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.03,0.96,5.99,,,,DE,,
GPA.3396-6671-9513-58835,2022-03-05,1646497725,Charged,j7y17lte,No more Ads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,idtest2,NOK,55.20,13.80,69.00,,,,NO,,
GPA.3398-2037-9215-90487,2022-03-05,1646503069,Refund,p3s,removeads (Pro Compass - Easy Compass),com.compass.compassapp.compassfree,inapp,removeads,ILS,9.90,0.00,-9.90,,,,IL,,
GPA.3339-0843-6459-17459,2022-03-05,1646508388,Charged,gta4lwifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,BE,,
GPA.3308-3457-3078-33003,2022-03-05,1646509140,Charged,star2qltesq,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.60,8.09,Reserve,NM,87830,US,,
GPA.3322-8675-8090-93198,2022-03-05,1646511478,Charged,RMX2086L1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,ILS,23.00,0.00,23.00,,,,IL,,
GPA.3305-2674-1308-57290,2022-03-05,1646514792,Refund,coreprimevelte, PDF Reader - Permanent Premium (PDF Reader - PDF Expert),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,-0.92,-5.49,,,,GB,,
GPA.3319-1899-5975-45295,2022-03-05,1646519284,Charged,timelm,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.53,8.02,Salisbury,NC,28146,US,,
GPA.3387-8026-8921-40431,2022-03-06,1646534424,Charged,hero2ltelgt,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,AUD,8.17,0.82,8.99,Revesby,NSW,2212,AU,,
GPA.3327-4647-7328-02198,2022-03-06,1646538004,Charged,ELEGANCE02A-S17A,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,MXN,154.31,24.69,179.00,,,82090,MX,,
GPA.3398-5934-5962-42761,2022-03-06,1646538552,Charged,RMX2189,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,THB,186.92,13.08,200.00,,,10400,TH,,
