Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible
GPA.3363-6804-9782-96080,2022-06-10,1654872629,Charged,mdh50lm, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.75,7.24,Coamo,PR,00769,US,,,4992313473829035528,Yes
GPA.3354-0656-6347-19664..1,2022-06-10,1654875832,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,SEK,34.40,8.60,43.00,,,,SE,p1m,,4992313473829035528,Yes
GPA.3322-2724-9824-15358,2022-06-10,1654878254,Charged,DRX, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ZAR,91.30,13.69,104.99,Rustenburg,,0318,ZA,,,4992313473829035528,Yes
GPA.3310-9575-0764-13603,2022-06-10,1654880323,Charged,grunt_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,NL,,,4992313473829035528,Yes
GPA.3329-7043-6379-17304,2022-06-10,1654889767,Charged,a10s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,SAR,11.30,1.69,12.99,,,,SA,,,4992313473829035528,Yes
GPA.3342-6225-3559-92794,2022-06-10,1654894713,Charged,OnePlusN10TMO,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,USD,3.99,0.33,4.32,Round Rock,TX,78665,US,,,4992313473829035528,Yes
GPA.3363-8502-5176-80721,2022-06-10,1654895488,Charged,j7eltemtr, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.00,6.49,WHITTIER,CA,90608,US,,,4992313473829035528,Yes
GPA.3337-1596-4109-90648,2022-06-10,1654895988,Charged,d2q,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,7.99,0.44,8.43,UNINCORPORATED,WI,53115,US,,,4992313473829035528,Yes
GPA.3349-5759-4706-16869,2022-06-10,1654897522,Charged,TB-J616F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,BRL,41.99,0.00,41.99,Recife,PE,50050400,BR,,,4992313473829035528,Yes
GPA.3346-9218-0761-49386,2022-06-10,1654898014,Charged,pissarropro,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,PORTLAND,OR,97211,US,,,4992313473829035528,Yes
GPA.3374-8444-9513-83545,2022-06-10,1654898708,Charged,q2q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,FR,,,4992313473829035528,Yes
GPA.3341-9485-2249-96409,2022-06-11,1654926529,Charged,a32,Remove all ads forever (Big Font: Enlarge font),bigfont.enlargefont.largerfont.changefontsize,inapp,iap_remove_ads_01,CAD,2.89,0.38,3.27,Richmond Hill,ON,L4B 4T6,CA,,,4992313473829035528,Yes
GPA.3340-7933-4962-06281,2022-06-11,1654929867,Charged,joyeuse,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,7.43,1.56,8.99,,,,BE,,,4992313473829035528,Yes
GPA.3336-8058-0711-99600,2022-06-11,1654933930,Refund,a71, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,NZD,9.56,-1.43,-10.99,AUCKLAND,,1042,NZ,,,4992313473829035528,Yes
GPA.3364-7302-5850-40078,2022-06-11,1654934514,Charged,XQ-AS52,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,CHF,2.60,0.00,2.60,Gansingen,,5272,CH,,,4992313473829035528,Yes
GPA.3356-6111-1502-84450,2022-06-11,1654937088,Charged,evergo,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,,,,IN,,,4992313473829035528,Yes
GPA.3391-8311-9184-66667,2022-06-11,1654942077,Charged,lemon, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3373-5831-2979-50512,2022-06-11,1654953237,Charged,oriole,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,4.99,0.40,5.39,UNINCORPORATED,NY,14589,US,p1y,,4992313473829035528,Yes
GPA.3359-7322-6836-99716..0,2022-06-11,1654955132,Charged,,Premium version - Once every 6 months (Crown Heart Photo Editor),com.volio.stickers.heart.crown.camera.photoeditor,subscription,premium6month,THB,140.19,9.81,150.00,,,20000,TH,,,4992313473829035528,Yes
GPA.3353-0222-3229-47665,2022-06-11,1654966941,Charged,p3s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.45,1.04,6.49,,,,DE,,,4992313473829035528,Yes
GPA.3332-1320-6984-34983..5,2022-06-11,1654973150,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,IDR,"56,000.00","6,160.00","62,160.00",,,14240,ID,,,4992313473829035528,Yes
GPA.3370-9168-1376-64795,2022-06-11,1654988618,Charged,y2s,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GBP,2.16,0.43,2.59,,,,GB,,,4992313473829035528,Yes
GPA.3394-2874-0469-13286,2022-06-11,1654991995,Charged,b0q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,IDR,"43,000.00","4,730.00","47,730.00",Jakarta Utara,DKI JAKARTA,14350,ID,,,4992313473829035528,Yes
GPA.3303-8478-9956-70500,2022-06-12,1654992505,Charged,malta, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,58080,MX,,,4992313473829035528,Yes
GPA.3362-1782-8669-65130,2022-06-12,1654998463,Charged,1920,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,IDR,"109,000.00","11,990.00","120,990.00",Pati,JAWA TENGAH,59155,ID,,,4992313473829035528,Yes
GPA.3337-3590-6489-35712,2022-06-12,1654998560,Charged,YT-X705F, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.39,6.88,State College,PA,16801,US,,,4992313473829035528,Yes
GPA.3382-4643-4973-76662,2022-06-12,1655007724,Charged,r0q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CAD,9.49,0.47,9.96,St Theresa Point,MB,R0B1J0,CA,,,4992313473829035528,Yes
GPA.3334-0424-3177-46511,2022-06-12,1655008772,Charged,OP4F25L1,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,5.08,0.56,5.64,,,,ID,p1y,,4992313473829035528,Yes
GPA.3330-7668-7957-56294,2022-06-12,1655014898,Charged,herolte,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,AUD,5.45,0.54,5.99,,,4301,AU,,,4992313473829035528,Yes
GPA.3321-6343-3879-15903,2022-06-12,1655015000,Charged,o1s,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,4.54,0.95,5.49,,,,NL,p1y,,4992313473829035528,Yes
GPA.3324-2489-1161-51331,2022-06-12,1655022856,Charged,1933,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,THB,163.55,11.45,175.00,bangkok,กรุงเทพมหานคร,10250,TH,,,4992313473829035528,Yes
GPA.3356-0607-9879-11276,2022-06-12,1655023236,Charged,OP515BL1,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.43,0.46,2.89,,,,DE,,,4992313473829035528,Yes
GPA.3364-7497-9307-24595,2022-06-12,1655025451,Charged,camellian,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,UAH,166.66,33.33,199.99,Kherson,Херсонська область,73039,UA,,,4992313473829035528,Yes
GPA.3350-0807-1253-55114,2022-06-12,1655026851,Charged,XQ-AU52, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SEK,55.20,13.80,69.00,,,,SE,,,4992313473829035528,Yes
GPA.3385-8296-6873-55439,2022-06-12,1655028055,Charged,a22,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,HUF,"1,803.00",487.00,"2,290.00",,,,HU,,,4992313473829035528,Yes
GPA.3355-5489-5666-44811,2022-06-12,1655029256,Charged,star2lte,Remove all anoying ads forever -  One time payment (Weatherapp - Forecast Weather),weatherapp.weatherradar.weather.forecast,inapp,remove_all_ads_sale,GBP,1.57,0.32,1.89,,,,GB,,,4992313473829035528,Yes
GPA.3348-2972-7761-87828,2022-06-12,1655029364,Charged,star2lte,Remove all anoying ads forever -  One time payment (Weatherapp - Forecast Weather),weatherapp.weatherradar.weather.forecast,inapp,remove_all_ads_sale,GBP,1.57,0.32,1.89,,,,GB,,,4992313473829035528,Yes
GPA.3334-9966-5642-74384,2022-06-12,1655030163,Refund,OP532FL1,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,THB,163.55,-11.45,-175.00,,,10230,TH,,,4992313473829035528,Yes
GPA.3313-7166-4329-63942,2022-06-12,1655044294,Charged,c2s,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,BRL,28.99,0.00,28.99,Rio de Janeiro,RJ,22750-009,BR,p1y,,4992313473829035528,Yes
GPA.3373-3092-2111-18350,2022-06-12,1655047411,Charged,b0q,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,COP,"20,500.00",0.00,"20,500.00",,,054040,CO,,,4992313473829035528,Yes
GPA.3301-3287-2305-20337,2022-06-12,1655047848,Charged,gta8,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,Berkeley,CA,94705,US,,,4992313473829035528,Yes
GPA.3380-3579-6446-54195,2022-06-12,1655051818,Charged,a52q,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,BRL,28.99,0.00,28.99,São Paulo,SP,05754-050,BR,p1y,,4992313473829035528,Yes
GPA.3371-2919-1160-12052,2022-06-12,1655055198,Charged,c2s,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,BRL,45.99,0.00,45.99,Lagoa Santa,MG,33400000,BR,,,4992313473829035528,Yes
GPA.3332-7011-5472-64876,2022-06-12,1655061762,Charged,TECNO-CG7, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,NGN,"2,483.72",186.28,"2,670.00",Abuja,FEDERAL CAPITAL TERRITORY,,NG,,,4992313473829035528,Yes
GPA.3321-0564-6356-41545,2022-06-12,1655062932,Charged,r5q,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.72,0.57,3.29,,,,BE,,,4992313473829035528,Yes
GPA.3314-5210-3148-04586,2022-06-12,1655073676,Charged,q2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,NL,,,4992313473829035528,Yes
GPA.3322-6302-9929-95448,2022-06-12,1655077806,Charged,OP4C72L1, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MYR,27.35,1.64,28.99,,,42700,MY,,,4992313473829035528,Yes
GPA.3360-6045-2479-50358,2022-06-13,1655078672,Charged,a52q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,"A. Obregón, Chih.",CHIH.,31610,MX,,,4992313473829035528,Yes
GPA.3369-0626-9137-74354,2022-06-13,1655105290,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,1.28,7.99,,,,DE,,,4992313473829035528,Yes
GPA.3399-0635-5127-53079,2022-06-13,1655108572,Charged,ginkgo,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,4.61,0.88,5.49,,,,DE,p1y,,4992313473829035528,Yes
GPA.3360-9187-4324-27183,2022-06-13,1655109907,Charged,SO-53B, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,JPY,700.00,0.00,700.00,,,3860004,JP,,,4992313473829035528,Yes
GPA.3381-6674-7593-74157,2022-06-13,1655110842,Charged,a53x,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.49,0.50,2.99,,,,FR,,,4992313473829035528,Yes
GPA.3365-0521-5453-64658,2022-06-13,1655114098,Charged,p3s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CHF,6.90,0.00,6.90,Winterthur,,8400,CH,,,4992313473829035528,Yes
GPA.3334-6462-3722-93373,2022-06-13,1655115606,Charged,c1s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.03,0.96,5.99,,,,DE,,,4992313473829035528,Yes
GPA.3307-2979-1282-69335,2022-06-13,1655119713,Charged,p3s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CHF,5.90,0.00,5.90,Broc,,1636,CH,,,4992313473829035528,Yes
GPA.3331-4560-2345-75501,2022-06-13,1655134049,Charged,HWMAR,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CAD,7.49,1.12,8.61,Saint-Jérôme,QC,J7Z 0H5,CA,,,4992313473829035528,Yes
GPA.3316-6196-6649-25031,2022-06-13,1655134654,Charged,tonga, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.75,7.24,SAN JUAN,,00924,PR,,,4992313473829035528,Yes
GPA.3315-2145-0963-29692,2022-06-13,1655138850,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,CAD,9.49,1.04,10.53,Spiritwood,SK,S0J2M0,CA,,,4992313473829035528,Yes
GPA.3399-3426-7882-57760,2022-06-13,1655139751,Charged,a50, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,SK,,,4992313473829035528,Yes
GPA.3399-6892-8700-73467,2022-06-13,1655140522,Charged,beyond2, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,PLN,25.20,5.79,30.99,,,,PL,,,4992313473829035528,Yes
GPA.3340-0703-2849-69153,2022-06-13,1655144580,Charged,a20s,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GHS,12.77,2.23,15.00,Ghana,,,GH,,,4992313473829035528,Yes
GPA.3344-3233-4314-44485,2022-06-13,1655146758,Charged,r9q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes
GPA.3355-0095-8374-78946,2022-06-13,1655149520,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,SANTA CLARITA,CA,91355,US,,,4992313473829035528,Yes
GPA.3334-0413-6598-18136,2022-06-13,1655151406,Charged,vayu,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,5.99,0.61,6.60,Seattle,WA,98178,US,,,4992313473829035528,Yes
GPA.3354-4791-3340-59223,2022-06-13,1655161270,Charged,a21s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,VND,"69,000.00",0.00,"69,000.00",,,,VN,,,4992313473829035528,Yes
GPA.3306-0756-5624-12887,2022-06-13,1655162316,Charged,c2q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,5.99,0.00,5.99,SAN JOSE,CA,95112,US,,,4992313473829035528,Yes
GPA.3385-5441-4134-94996,2022-06-14,1655173983,Charged,astro, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",,,8150000,CL,,,4992313473829035528,Yes
GPA.3393-9643-5514-80144,2022-06-14,1655179823,Charged,OP515BL1,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,PHP,145.00,0.00,145.00,,,2600,PH,,,4992313473829035528,Yes
GPA.3334-7255-1016-95271,2022-06-14,1655181373,Charged,x1s,Premium Version Forever - Special Season Sale (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,iapevent,DKK,36.00,9.00,45.00,,,,DK,,,4992313473829035528,Yes
GPA.3342-4795-4169-58981,2022-06-14,1655190296,Charged,q2q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ILS,20.90,0.00,20.90,,,,IL,,,4992313473829035528,Yes
GPA.3368-9720-5721-84501,2022-06-14,1655191134,Charged,g0q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SGD,10.26,0.72,10.98,,,760267,SG,,,4992313473829035528,Yes
GPA.3397-7064-4908-65722,2022-06-14,1655199039,Charged,r1q,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,GBP,6.24,1.25,7.49,,,,GB,,,4992313473829035528,Yes
GPA.3305-1247-9663-77072..4,2022-06-14,1655200622,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,ILS,12.00,0.00,12.00,אריאל,,,IL,,,4992313473829035528,Yes
GPA.3384-1676-1131-16917,2022-06-14,1655205859,Charged,crownlteks,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,KRW,"9,000.00",900.00,"9,900.00",,,25603,KR,,,4992313473829035528,Yes
GPA.3348-9539-6273-51238,2022-06-14,1655214252,Charged,2131,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,THB,111.21,7.79,119.00,,,10150,TH,,,4992313473829035528,Yes
GPA.3373-2924-3843-66452,2022-06-14,1655221400,Charged,cattail,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,INR,227.97,41.03,269.00,,,,IN,,,4992313473829035528,Yes
GPA.3379-9982-4547-56410,2022-06-14,1655222036,Charged,jasmine_sprout,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,6.16,0.00,6.16,Olivos,Buenos Aires,1636,AR,,,4992313473829035528,Yes
GPA.3324-8196-6668-42055,2022-06-14,1655223260,Charged,z3s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.45,1.04,6.49,,,,DE,,,4992313473829035528,Yes
GPA.3332-0958-1334-43596,2022-06-14,1655225667,Charged,HWYAL,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MXN,125.00,20.00,145.00,,,76902,MX,,,4992313473829035528,Yes
GPA.3379-8231-5835-10878,2022-06-14,1655225807,Charged,a52sxq,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,INR,466.10,83.90,550.00,Kalyan,Maharashtra,421301,IN,,,4992313473829035528,Yes
GPA.3382-5855-3473-08878,2022-06-14,1655225961,Charged,X605L,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SEK,68.00,17.00,85.00,,,,SE,,,4992313473829035528,Yes
GPA.3352-0162-7947-22793,2022-06-14,1655226210,Charged,q2q,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,AUD,7.26,0.73,7.99,,,2177,AU,p1y,,4992313473829035528,Yes
GPA.3384-4332-9648-47238,2022-06-14,1655229521,Charged,a71,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,GBP,3.91,0.78,4.69,,,,GB,p1y,,4992313473829035528,Yes
GPA.3369-0626-9137-74354,2022-06-14,1655241287,Refund,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.71,-1.28,-7.99,,,,DE,,,4992313473829035528,Yes
GPA.3389-5678-5627-83386,2022-06-14,1655242623,Charged,HWSTK-HF, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,TRY,55.08,9.91,64.99,İstanbul,,20920,TR,,,4992313473829035528,Yes
GPA.3304-3601-4632-81783,2022-06-15,1655253167,Charged,a71xq,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,USD,4.99,0.33,5.32,BAYONNE,NJ,07002,US,p1y,,4992313473829035528,Yes
GPA.3325-2514-6816-02283,2022-06-15,1655253302,Charged,OP4F39L1, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,NZD,9.56,1.43,10.99,,,5010,NZ,,,4992313473829035528,Yes
GPA.3380-9146-6962-19596,2022-06-15,1655255952,Charged,OnePlus9,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,NOK,76.00,19.00,95.00,,,,NO,,,4992313473829035528,Yes
GPA.3346-8281-2165-98384,2022-06-15,1655265953,Charged,CPH1725, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AUD,8.63,0.86,9.49,,,6109,AU,,,4992313473829035528,Yes
GPA.3301-4118-5394-59221,2022-06-15,1655274336,Charged,r8q,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,7.55,1.44,8.99,,,,DE,,,4992313473829035528,Yes
GPA.3330-7668-7957-56294,2022-06-15,1655274698,Refund,herolte,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,AUD,5.45,-0.54,-5.99,,,4301,AU,,,4992313473829035528,Yes
GPA.3302-2697-5118-49517,2022-06-15,1655281213,Charged,strongbad_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,AUD,9.99,1.00,10.99,Hamiliton,QLD,4007,AU,,,4992313473829035528,Yes
GPA.3367-9706-8843-94408,2022-06-15,1655287924,Charged,HWCLT, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3328-1317-9251-43258,2022-06-15,1655288950,Charged,venus, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.45,1.04,6.49,,,,DE,,,4992313473829035528,Yes
GPA.3321-4001-3528-99904,2022-06-15,1655298070,Charged,a10,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Custodia,PE,56640-000,BR,,,4992313473829035528,Yes
GPA.3389-2934-7368-74851,2022-06-15,1655306287,Charged,dandelion,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,BRL,27.99,0.00,27.99,São Paulo,SP,03891030,BR,p1y,,4992313473829035528,Yes
