Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible
GPA.3351-1402-9221-45738,2022-06-06,1654514544,Charged,a02q,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GHS,12.77,2.23,15.00,Accra,,,GH,,,4992313473829035528,Yes
GPA.3316-0321-9141-11862,2022-06-06,1654516491,Charged,OP4F4DL1,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.28,1.21,6.49,,,,PT,,,4992313473829035528,Yes
GPA.3304-0441-1669-78110,2022-06-06,1654520573,Charged,dreamlte,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,EUR,2.43,0.46,2.89,,,,DE,,,4992313473829035528,Yes
GPA.3304-4932-3300-21816,2022-06-06,1654522365,Charged,hiphi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,DKK,47.20,11.80,59.00,,,,DK,,,4992313473829035528,Yes
GPA.3341-3853-2505-72694,2022-06-06,1654525336,Charged,a22x,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,EUR,5.52,0.47,5.99,,,,GP,,,4992313473829035528,Yes
GPA.3332-1717-1380-82705,2022-06-06,1654526520,Charged,dreamlte,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,NOK,26.40,6.60,33.00,,,,NO,,,4992313473829035528,Yes
GPA.3305-0768-8912-93518,2022-06-06,1654529777,Charged,y2s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,,,,SA,,,4992313473829035528,Yes
GPA.3305-9058-8914-74014,2022-06-06,1654530611,Charged,d2q,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,USD,5.49,0.38,5.87,Hoover,AL,35244,US,,,4992313473829035528,Yes
GPA.3316-9874-3245-42429,2022-06-06,1654537034,Charged,X606F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3363-5350-8039-55168,2022-06-06,1654543476,Charged,r9s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,ZAR,117.38,17.61,134.99,Johannesburg,,2090,ZA,,,4992313473829035528,Yes
GPA.3324-7926-8068-52531,2022-06-06,1654543921,Charged,TECNO-CG6j, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,SAR,24.34,3.65,27.99,,,,SA,,,4992313473829035528,Yes
GPA.3365-8438-8907-70048,2022-06-06,1654555697,Charged,ASUS_Z01KDA,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.65,0.64,3.29,,,,FI,,,4992313473829035528,Yes
GPA.3313-4457-6624-81013,2022-06-06,1654556367,Charged,x1s,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,BRL,28.99,0.00,28.99,Brasília,DF,71015230,BR,,,4992313473829035528,Yes
GPA.3369-4108-7239-23060,2022-06-07,1654566673,Charged,g0q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,MXN,128.45,20.55,149.00,,,54769,MX,,,4992313473829035528,Yes
GPA.3373-8148-0117-00543,2022-06-07,1654569660,Charged,SC-51A,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,JPY,350.00,0.00,350.00,上益城郡山都町黒川,熊本県,8613501,JP,,,4992313473829035528,Yes
GPA.3366-8333-5561-37976,2022-06-07,1654569761,Charged,ellis, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.00,6.49,Hillsboro,OR,97123,US,,,4992313473829035528,Yes
GPA.3390-7020-7634-89130,2022-06-07,1654570544,Charged,guamp,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,MXN,125.00,20.00,145.00,,,20593,MX,,,4992313473829035528,Yes
GPA.3383-5053-8494-07548,2022-06-07,1654575721,Charged,Infinix-X657B,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,KZT,"3,190.00",0.00,"3,190.00",Зыряновск,,,KZ,,,4992313473829035528,Yes
GPA.3314-4362-0571-02918,2022-06-07,1654577605,Charged,P963F60, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,AUD,8.63,0.86,9.49,,,0822,AU,,,4992313473829035528,Yes
GPA.3372-4853-4923-93803,2022-06-07,1654582530,Charged,HWVOG,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,HKD,48.00,0.00,48.00,北角,香港島,,HK,,,4992313473829035528,Yes
GPA.3368-2615-9724-51714,2022-06-07,1654587152,Charged,1820,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,THB,186.92,13.08,200.00,,,,TH,,,4992313473829035528,Yes
GPA.3342-3274-5718-72679,2022-06-07,1654589091,Charged,TECNO-CE8,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,NGN,"2,381.40",178.60,"2,560.00",Zango,KOGI,,NG,,,4992313473829035528,Yes
GPA.3359-3455-1179-99099,2022-06-07,1654589710,Charged,rosemary, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3340-1560-0205-90360,2022-06-07,1654592213,Charged,TECNO-CG6j,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,6.16,0.00,6.16,Kinshasa,,,CD,,,4992313473829035528,Yes
GPA.3337-9022-5411-53318,2022-06-07,1654593371,Charged,o1s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,USD,5.99,0.00,5.99,,,,KW,,,4992313473829035528,Yes
GPA.3318-5569-0403-20918,2022-06-07,1654603782,Charged,OP516FL1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,RON,32.76,6.23,38.99,,,,RO,,,4992313473829035528,Yes
GPA.3319-3894-7455-43806,2022-06-07,1654604895,Charged,TECNO-CD6j,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,GHS,38.30,6.70,45.00,Akosombo,,,GH,,,4992313473829035528,Yes
GPA.3311-4029-3455-37449,2022-06-07,1654606683,Charged,a32,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Brasília,DF,71692600,BR,,,4992313473829035528,Yes
GPA.3305-7129-4412-49069,2022-06-07,1654608563,Refund,ginkgo,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,-30.99,Itabuna,BA,45603097,BR,,,4992313473829035528,Yes
GPA.3364-3405-3522-36109,2022-06-07,1654611420,Charged,channel,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,BRL,30.99,0.00,30.99,Vitória,ES,29010-365,BR,,,4992313473829035528,Yes
GPA.3359-6337-8633-84926,2022-06-07,1654612510,Charged,L810,Remove all ads forever (Big Font: Enlarge font),bigfont.enlargefont.largerfont.changefontsize,inapp,iap_remove_ads_01,EUR,1.89,0.40,2.29,,,,ES,,,4992313473829035528,Yes
GPA.3390-6490-7899-35101,2022-06-07,1654617058,Charged,b2q,Remove all ads (PDF Converter: Photo To PDF),com.pdfconverter.imagetopdf.jpgtopdf.pdfconverterforandroid,inapp,removeads,EUR,2.43,0.46,2.89,,,,DE,,,4992313473829035528,Yes
GPA.3314-8424-5137-14379,2022-06-07,1654619248,Charged,gta7litewifi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3301-0644-7744-96342,2022-06-07,1654626474,Charged,c2q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.56,7.05,east meadow,NY,11554,US,,,4992313473829035528,Yes
GPA.3352-4961-2122-75380,2022-06-07,1654628141,Charged,x1s,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,CHF,5.60,0.00,5.60,Jona,,8645,CH,,,4992313473829035528,Yes
GPA.3364-4855-5892-79575..6,2022-06-07,1654630124,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.35,4.34,Brooklyn,NY,11215,US,,,4992313473829035528,Yes
GPA.3316-1868-3021-35652,2022-06-07,1654637031,Charged,X606F,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3326-7373-9840-28482,2022-06-07,1654639373,Charged,pstar,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.28,0.00,7.28,Lautoka,,,FJ,,,4992313473829035528,Yes
GPA.3313-4457-6624-81013,2022-06-07,1654641772,Refund,x1s,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,BRL,28.99,0.00,-28.99,Brasília,DF,71015230,BR,,,4992313473829035528,Yes
GPA.3396-9753-7694-37565,2022-06-07,1654644173,Charged,HWJKM-H,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SAR,27.82,4.17,31.99,,,,SA,,,4992313473829035528,Yes
GPA.3323-2998-7064-02006,2022-06-08,1654658633,Charged,a03s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,CLP,"2,521.00",479.00,"3,000.00",,,,CL,,,4992313473829035528,Yes
GPA.3328-9448-6412-50994,2022-06-08,1654663455,Charged,a02q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GHS,34.04,5.96,40.00,Accra,,,GH,,,4992313473829035528,Yes
GPA.3336-8058-0711-99600,2022-06-08,1654674129,Charged,a71, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,NZD,9.56,1.43,10.99,AUCKLAND,,1042,NZ,,,4992313473829035528,Yes
GPA.3377-9822-7611-47866,2022-06-08,1654675315,Charged,OP4EFDL1, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3317-8450-6649-11791,2022-06-08,1654676152,Charged,c2s,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,THB,280.37,19.63,300.00,,,92000,TH,,,4992313473829035528,Yes
GPA.3341-6621-9695-70689,2022-06-08,1654680053,Charged,j3xnlte, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.41,1.08,6.49,,,,FR,,,4992313473829035528,Yes
GPA.3329-0122-5730-80968..0,2022-06-08,1654687897,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.00,3.99,LAWRENCEVILLE,GA,30049,US,p1m,,4992313473829035528,Yes
GPA.3372-9148-3505-63212,2022-06-08,1654690020,Charged,nabu,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,DKK,47.20,11.80,59.00,,,,DK,,,4992313473829035528,Yes
GPA.3328-9145-7501-65058,2022-06-08,1654690351,Charged,a20e, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3304-0108-2016-96345,2022-06-08,1654691975,Refund,1933,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,THB,280.37,-15.70,-300.00,ยานนาวา,กรุงเทพมหานคร,10120,TH,,,4992313473829035528,Yes
GPA.3371-8340-5618-51227,2022-06-08,1654697073,Charged,q2q,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,SAR,27.82,4.17,31.99,الرياض,,11573,SA,,,4992313473829035528,Yes
GPA.3303-3431-3943-35165,2022-06-08,1654699848,Charged,spesn, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,BE,,,4992313473829035528,Yes
GPA.3326-7373-9840-28482,2022-06-08,1654715364,Refund,pstar,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.28,0.00,-7.28,Lautoka,,,FJ,,,4992313473829035528,Yes
GPA.3339-7946-6830-35087,2022-06-08,1654718322,Charged,maltalsc,Remove all anoying ads forever -  One time payment (Weatherapp - Forecast Weather),weatherapp.weatherradar.weather.forecast,inapp,remove_all_ads_sale,GBP,1.57,0.32,1.89,,,,GB,,,4992313473829035528,Yes
GPA.3325-5511-9342-92709,2022-06-08,1654721996,Charged,XQ-AT52,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,AED,27.61,1.38,28.99,,,,AE,,,4992313473829035528,Yes
GPA.3373-2360-2976-03824,2022-06-08,1654722077,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,NOK,68.00,17.00,85.00,,,,NO,,,4992313473829035528,Yes
GPA.3351-3396-8478-56851,2022-06-08,1654726950,Charged,c2q,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,KRW,"6,818.00",682.00,"7,500.00",,,46735,KR,,,4992313473829035528,Yes
GPA.3318-2297-0616-07047..8,2022-06-08,1654732353,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.30,4.29,EDINA,MN,55416,US,,,4992313473829035528,Yes
GPA.3388-3654-4890-54496,2022-06-09,1654741621,Charged,RMX3031CN,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,VND,"143,000.00",0.00,"143,000.00",,,,VN,,,4992313473829035528,Yes
GPA.3364-4924-1874-01115,2022-06-09,1654743966,Charged,HWMAR,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,CAD,4.89,0.73,5.62,Laval,QC,H7L 1L5,CA,p1m,,4992313473829035528,Yes
GPA.3307-6370-6616-04076,2022-06-09,1654750027,Charged,z3q,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,USD,7.99,0.66,8.65,ARLINGTON,TX,76018,US,,,4992313473829035528,Yes
GPA.3376-6191-8345-55354,2022-06-09,1654752084,Charged,r0s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GBP,4.57,0.92,5.49,,,,GB,,,4992313473829035528,Yes
GPA.3397-0930-1419-24889,2022-06-09,1654758486,Charged,a21s,Premium Version -  Yearly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iap1year,EUR,4.50,0.99,5.49,,,,IT,p1y,,4992313473829035528,Yes
GPA.3328-3910-9937-51940,2022-06-09,1654764589,Charged,caprip,Remove ads Forever (Scanner App - PDF Scanner Apps),com.scannerapp.pdfscanner.documentscaner.docscannerappforandroid,inapp,removeadsale,PLN,22.76,5.23,27.99,,,,PL,,,4992313473829035528,Yes
GPA.3372-9672-5570-07753,2022-06-09,1654765567,Charged,L762,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,FR,,,4992313473829035528,Yes
GPA.3382-7825-4563-64723,2022-06-09,1654768584,Charged,gta7litewifi,All Document - No ads forever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,iapforever,USD,5.49,0.00,5.49,Sabah Alsalem,,00000,KW,,,4992313473829035528,Yes
GPA.3316-8938-5661-59252,2022-06-09,1654769726,Charged,a52q, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,GEL,16.10,2.90,19.00,batumi,,6010,GE,,,4992313473829035528,Yes
GPA.3334-9966-5642-74384,2022-06-09,1654770363,Charged,OP532FL1,Buy remove ads forever (Text Image - Image Maker App),com.volio.textonphoto.writeonphotos.phototexteditor,inapp,percentofsaleremoveads,THB,163.55,11.45,175.00,,,10230,TH,,,4992313473829035528,Yes
GPA.3367-6257-1770-99605,2022-06-09,1654772683,Charged,c1s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,ZAR,91.30,13.69,104.99,Bloemfontein,,9301,ZA,,,4992313473829035528,Yes
GPA.3322-0838-0953-31065,2022-06-09,1654774545,Charged,starqltesq,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,USD,2.99,0.20,3.19,UNINCORPORATED,NC,27597,US,,,4992313473829035528,Yes
GPA.3339-5069-0282-28876,2022-06-09,1654778186,Charged,b0s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.66,1.33,7.99,,,,AT,,,4992313473829035528,Yes
GPA.3342-2478-7831-57240,2022-06-09,1654780851,Charged,OP4FA7L1,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,MYR,31.12,1.87,32.99,,,93150,MY,,,4992313473829035528,Yes
GPA.3304-4932-3300-21816,2022-06-09,1654782165,Refund,hiphi,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,DKK,47.20,-11.80,-59.00,,,,DK,,,4992313473829035528,Yes
GPA.3353-3663-9490-95068,2022-06-09,1654783542,Charged,begonia,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.55,1.44,7.99,,,,IT,,,4992313473829035528,Yes
GPA.3384-5139-8955-73222,2022-06-09,1654785936,Charged,y2s,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,EUR,7.43,1.56,8.99,,,,NL,,,4992313473829035528,Yes
GPA.3376-5991-8135-16279,2022-06-09,1654787844,Charged,b0s,Premium Version -  Permanly (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,inapp,removeadssale,CHF,7.60,0.00,7.60,riverA,,6802,CH,,,4992313473829035528,Yes
GPA.3331-6978-1223-07653,2022-06-09,1654788911,Charged,a41, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,EUR,5.36,1.13,6.49,,,,ES,,,4992313473829035528,Yes
GPA.3385-6762-3699-45397,2022-06-09,1654791184,Charged,r0s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,SEK,27.20,6.80,34.00,,,,SE,,,4992313473829035528,Yes
GPA.3300-5675-4684-09973,2022-06-09,1654791465,Charged,a51,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.72,0.57,3.29,,,,BE,,,4992313473829035528,Yes
GPA.3339-7942-2038-75316,2022-06-09,1654792160,Charged,xcover4s,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,BE,,,4992313473829035528,Yes
GPA.3363-4454-2579-85554,2022-06-09,1654792872,Charged,dream2qltesq,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.52,8.01,CORAL GABLES,FL,33134,US,,,4992313473829035528,Yes
GPA.3377-0699-9921-15454,2022-06-09,1654794674,Charged,octopus_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,EUR,6.60,1.39,7.99,,,,LV,,,4992313473829035528,Yes
GPA.3303-1189-3795-00154,2022-06-09,1654798328,Charged,Nord,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,GBP,2.24,0.45,2.69,,,,GB,,,4992313473829035528,Yes
GPA.3389-6698-7938-43649..5,2022-06-09,1654801997,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,DKK,25.60,6.40,32.00,,,,DK,,,4992313473829035528,Yes
GPA.3374-8048-6012-00305..4,2022-06-09,1654803027,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,THB,140.19,9.81,150.00,อำเภอเมือง,นครปฐม,73000,TH,,,4992313473829035528,Yes
GPA.3323-7482-5269-11612,2022-06-09,1654808408,Charged,volteer_cheets,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.49,0.00,7.49,Midwest City,OK,73110,US,,,4992313473829035528,Yes
GPA.3332-1419-3915-56905,2022-06-09,1654816590,Charged,z3s,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,BRL,15.99,0.00,15.99,Campinas,SP,13087-500,BR,,,4992313473829035528,Yes
GPA.3300-9193-4896-81867,2022-06-10,1654820242,Charged,y2s,Remove all Ads forever (Currency Converter),currency.currencyconverter.currencyexchangeapp,inapp,iapremoveads,GBP,2.16,0.43,2.59,,,,GB,,,4992313473829035528,Yes
GPA.3309-9651-8330-38575..1,2022-06-10,1654821701,Charged,,Pro Version -  Monthly Subscription (Pic Collage - Layout - Collage),com.volio.layout.photocollage.collagemaker,subscription,iapmonthly,USD,3.99,0.24,4.23,GLADSTONE,MI,49837,US,p1m,,4992313473829035528,Yes
GPA.3367-5323-2806-39640,2022-06-10,1654821924,Charged,a52sxq,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,THB,111.21,7.79,119.00,,,,TH,,,4992313473829035528,Yes
GPA.3317-1314-8731-71385,2022-06-10,1654826176,Charged,a20s, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,CLP,"5,042.00",958.00,"6,000.00",La Reina,REGIÓN METROPOLITANA,7880131,CL,,,4992313473829035528,Yes
GPA.3305-2449-9241-01516,2022-06-10,1654835502,Charged,denver, PDF Reader - Permanent Premium (PDF Reader - PDF Viewer),com.pdfreader.pdfeditor.pdfreadeforandroid.pdfeditorforandroidfree,inapp,removeads,USD,6.49,0.00,6.49,ANCHORAGE,AK,99515,US,,,4992313473829035528,Yes
GPA.3325-5511-9342-92709,2022-06-10,1654837672,Refund,XQ-AT52,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,AED,27.61,-1.38,-28.99,,,,AE,,,4992313473829035528,Yes
GPA.3361-5132-7670-04262,2022-06-10,1654844916,Charged,HWRNE,iapforever (Time Warp Scan - Face warp),com.timewarpscan.timewarpfilter.warpscan.slitscan.facescanner,inapp,iapforever,INR,296.61,53.39,350.00,Ahmedabad,Gujarat,380001,IN,,,4992313473829035528,Yes
GPA.3364-6455-5858-69687,2022-06-10,1654852397,Charged,gts7xllite,No more Ads 4ever (Documents App: Word Document),com.officesuite.fileopener.fileviewer.all.document.reader.word.excel.pptx.pdf,inapp,idtest3,USD,7.29,0.00,7.29,Abidjan,,,CI,,,4992313473829035528,Yes
GPA.3360-3371-0191-27165,2022-06-10,1654861533,Charged,b0s,Buy remove Ads and Compass themes forever (Compass: Direction Compass),com.compass.compassapp.compassfree,inapp,iapforever,EUR,2.66,0.53,3.19,,,,FR,,,4992313473829035528,Yes
